,Date,Open,High,Low,Close,Volume,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages
557,2011-10-27,58.222857999999995,58.42856999999999,57.412856999999995,57.812858999999996,123666200,1.48,1.74,-0.26,83,73,1.14,329
558,2011-10-28,57.57143000000001,58.049999,57.501427,57.849998,80710700,1.54,1.73,-0.19,52,46,1.13,301
559,2011-10-31,57.48857099999999,58.475716000000006,57.292857999999995,57.825714000000005,96375300,1.72,1.75,-0.03,46,25,1.84,210
560,2011-11-01,56.77285799999999,57.07143000000001,56.174285999999995,56.644287,132947500,1.53,1.61,-0.08,50,36,1.39,236
561,2011-11-02,57.155716000000005,57.205715000000005,56.444286,56.77285799999999,81837700,1.84,1.78,0.06,37,40,0.93,213
562,2011-11-03,57.009997999999996,57.628570999999994,56.48,57.58142900000001,110346600,1.52,1.55,-0.03,66,38,1.74,268
563,2011-11-04,57.432857999999996,57.634285,57.02285799999999,57.17714300000001,75557300,1.68,1.76,-0.08,40,28,1.43,196
564,2011-11-07,57.130001,57.14285699999999,56.59,57.104286,67568900,1.69,1.31,0.38,44,28,1.57,224
565,2011-11-08,57.458572,58.285713,57.365715,58.032856,100110500,1.86,1.69,0.17,58,35,1.66,251
566,2011-11-09,56.709998999999996,57.27,56.318573,56.468571,139671000,1.57,1.74,-0.17,79,65,1.22,328
567,2011-11-10,56.718571,56.744285999999995,54.592856999999995,55.031429,186188100,1.67,1.86,-0.19,178,116,1.53,662
568,2011-11-11,55.23,55.528572,54.32285699999999,54.945713,163446500,1.56,1.69,-0.13,149,100,1.49,592
569,2011-11-14,54.78856999999999,55.035713,54.028572,54.18,108226300,1.54,1.59,-0.05,99,85,1.16,396
570,2011-11-15,54.400002,55.64285699999999,54.207142000000005,55.547142,107702700,1.44,1.54,-0.1,108,53,2.04,386
571,2011-11-16,55.60714300000001,55.877143999999994,54.902859,54.967144,87302600,1.7,1.52,0.18,74,45,1.64,265
572,2011-11-17,54.854286,54.939999,53.64285699999999,53.915714,119975100,1.48,1.65,-0.17,60,38,1.58,227
573,2011-11-18,54.131428,54.284286,53.554287,53.562858999999996,92984500,1.43,1.85,-0.42,75,46,1.63,300
574,2011-11-21,52.914288,53.097141,52.272858,52.715714,111995100,1.45,1.71,-0.26,65,41,1.59,247
575,2011-11-22,53.00285699999999,53.990002000000004,52.991428000000006,53.787144,102255300,1.67,1.73,-0.06,60,33,1.82,187
576,2011-11-23,53.501427,53.69142900000001,52.411429999999996,52.427143,107067800,1.67,1.64,0.03,47,40,1.18,200
577,2011-11-25,52.631428,53.021427,51.902859,51.938572,63690200,1.61,2.15,-0.54,41,20,2.05,148
578,2011-11-28,53.192856000000006,53.817142000000004,52.904284999999994,53.73143,86603300,1.71,1.81,-0.1,59,22,2.68,182
579,2011-11-29,53.69142900000001,54.118572,52.885715000000005,53.314285,93963800,1.61,1.91,-0.3,60,39,1.54,234
580,2011-11-30,54.470001,54.611427,54.042857999999995,54.599998,101484600,1.51,1.68,-0.17,78,38,2.05,269
581,2011-12-01,54.648571,55.57143000000001,54.39285699999999,55.41857099999999,96795300,1.72,1.47,0.25,72,25,2.88,233
582,2011-12-02,55.689999,56.232856999999996,55.51142900000001,55.671429,94763900,1.68,1.61,0.07,48,24,2.0,219
583,2011-12-05,56.212856,56.630001,55.77,56.144287,89302500,1.7,1.57,0.13,46,22,2.09,166
584,2011-12-06,56.07285699999999,56.375713,55.625713,55.849998,70899500,1.57,1.73,-0.16,47,37,1.27,173
585,2011-12-07,55.704285,55.848572,55.251427,55.584286,76186600,1.71,1.91,-0.2,42,28,1.5,185
586,2011-12-08,55.921429,56.5,55.74714300000001,55.80857099999999,94089100,1.66,1.7,-0.04,78,48,1.63,250
587,2011-12-09,56.121429000000006,56.291428,55.861427,56.23143,74248300,1.84,2.01,-0.17,47,33,1.42,225
588,2011-12-12,55.954285,56.271427,55.635715000000005,55.97714200000001,75266800,1.7,1.94,-0.24,76,37,2.05,248
589,2011-12-13,56.14285699999999,56.485714,55.299999,55.544284999999995,84732200,1.54,1.79,-0.25,72,56,1.29,277
590,2011-12-14,55.242858999999996,55.34,53.954285,54.312858999999996,101721900,1.49,1.9,-0.41,63,52,1.21,232
591,2011-12-15,54.76142900000001,54.82,54.044284999999995,54.134285,64050000,1.65,1.46,0.19,36,26,1.38,184
592,2011-12-16,54.337143000000005,54.878570999999994,54.224284999999995,54.431427,105369600,1.64,2.11,-0.47,49,24,2.04,205
593,2011-12-19,54.638573,54.978573,54.354286,54.601429,58882600,1.58,1.7,-0.12,48,20,2.4,189
594,2011-12-20,55.394287,56.585712,55.32285699999999,56.564285,84303800,1.76,1.78,-0.02,121,63,1.92,436
595,2011-12-21,56.669998,56.757141000000004,56.001427,56.635715000000005,65737000,1.7,1.75,-0.05,91,44,2.07,307
596,2011-12-22,56.714287,57.01857,56.585712,56.935715,50589700,1.81,1.47,0.34,73,27,2.7,239
597,2011-12-23,57.098572,57.655716000000005,57.07,57.618572,67349800,1.75,1.77,-0.02,82,40,2.05,324
598,2011-12-27,57.585712,58.44142900000001,57.574287,58.075714000000005,66269000,1.76,1.78,-0.02,74,39,1.9,311
599,2011-12-28,58.127143999999994,58.32143000000001,57.334286,57.52,57165500,1.75,1.56,0.19,66,35,1.89,246
600,2011-12-29,57.628570999999994,57.950001,57.215714,57.874287,53994500,1.6,1.65,-0.05,69,25,2.76,263
601,2011-12-30,57.644287,58.040001000000004,57.64143000000001,57.85714300000001,44915500,1.56,1.26,0.3,44,17,2.59,207
602,2012-01-03,58.485714,58.92856999999999,58.42856999999999,58.74714300000001,75555200,1.74,1.61,0.13,67,35,1.91,218
603,2012-01-04,58.57143000000001,59.240002000000004,58.468571,59.062858999999996,65005500,1.8,1.68,0.12,76,51,1.49,290
604,2012-01-05,59.278572,59.792857999999995,58.952858,59.718571,67817400,1.73,1.6,0.13,109,59,1.85,381
605,2012-01-06,59.967144,60.39285699999999,59.888573,60.342856999999995,79573200,1.75,1.42,0.33,166,53,3.13,526
606,2012-01-09,60.785713,61.10714300000001,60.192856000000006,60.24714300000001,98506100,1.63,1.83,-0.2,155,107,1.45,557
607,2012-01-10,60.844283999999995,60.85714300000001,60.214287,60.462856,64549100,1.64,1.61,0.03,102,64,1.59,388
608,2012-01-11,60.382858,60.407143000000005,59.901428,60.364284999999995,53771200,1.76,1.82,-0.06,93,48,1.94,334
609,2012-01-12,60.325714000000005,60.414288,59.82143000000001,60.19857,53146800,1.75,1.87,-0.12,96,59,1.63,410
610,2012-01-13,59.957142000000005,60.064285,59.80857099999999,59.972857999999995,56505400,1.63,2.0,-0.37,100,66,1.52,428
611,2012-01-17,60.599998,60.855713,60.422855000000006,60.671429,60724300,1.67,1.68,-0.01,72,37,1.95,249
612,2012-01-18,60.994285999999995,61.352856,60.900002,61.30143,69197800,1.87,1.64,0.23,152,59,2.58,491
613,2012-01-19,61.450001,61.624287,60.93,61.10714300000001,65434600,1.83,1.61,0.22,90,59,1.53,458
614,2012-01-20,61.07,61.07143000000001,59.964287,60.042857999999995,103493600,1.62,1.73,-0.11,133,89,1.49,549
615,2012-01-23,60.381428,61.207142000000005,60.328571,61.05857099999999,76515600,1.66,1.64,0.02,150,100,1.5,581
616,2012-01-24,60.728573,60.728573,59.935715,60.05857099999999,136909500,1.67,1.78,-0.11,487,291,1.67,2320
617,2012-01-25,64.91999799999999,64.921425,63.389998999999996,63.80857099999999,239578500,1.53,1.73,-0.2,256,167,1.53,1059
618,2012-01-26,64.05143000000001,64.112854,63.305714,63.51857,80996300,1.59,1.72,-0.13,100,57,1.75,423
619,2012-01-27,63.47714200000001,64.068573,63.395714,63.897144,74927300,1.71,2.12,-0.41,56,16,3.5,190
620,2012-01-30,63.672855000000006,64.842857,63.627143999999994,64.715714,94835300,1.91,1.85,0.06,88,37,2.38,330
621,2012-01-31,65.084282,65.46285999999999,64.724289,65.211426,97920900,1.76,1.58,0.18,109,71,1.54,409
622,2012-02-01,65.487144,65.57,65.078575,65.16999799999999,67511500,1.53,1.7,-0.17,65,41,1.59,273
623,2012-02-02,65.128571,65.309998,64.854286,65.017143,46699100,1.49,1.5,-0.01,57,53,1.08,263
624,2012-02-03,65.328575,65.714287,65.08000200000001,65.668571,71649900,1.8,1.72,0.08,130,52,2.5,385
625,2012-02-06,65.482857,66.425713,65.457146,66.281425,62353200,1.62,1.72,-0.1,118,88,1.34,483
626,2012-02-07,66.464287,67.10714,66.36856800000001,66.975716,79055900,1.81,1.64,0.17,169,92,1.84,629
627,2012-02-08,67.214287,68.112854,67.099998,68.097145,101972500,1.79,1.64,0.15,187,102,1.83,687
628,2012-02-09,68.68,70.964287,68.65142800000001,70.45285799999999,221053700,1.7,1.76,-0.06,395,245,1.61,1512
629,2012-02-10,70.137146,71.08856999999999,69.792854,70.488571,157825500,1.67,1.61,0.06,197,119,1.66,712
630,2012-02-13,71.361427,71.975716,71.012856,71.800003,129304000,1.77,1.73,0.04,256,125,2.05,901
631,2012-02-14,72.094284,72.794289,71.714287,72.779999,115099600,1.68,1.8,-0.12,250,155,1.61,1127
632,2012-02-15,73.465714,75.184288,70.98428299999999,71.095711,376530000,1.57,1.72,-0.15,665,619,1.07,2806
633,2012-02-16,70.214287,72.127144,69.51857,71.744286,236138000,1.62,1.64,-0.02,290,247,1.17,1206
634,2012-02-17,71.872856,72.538574,71.471428,71.73143,133951300,1.73,1.69,0.04,153,82,1.87,572
635,2012-02-21,72.41143000000001,73.550003,72.017143,73.550003,151398800,1.7,1.64,0.06,166,133,1.25,657
636,2012-02-22,73.29714200000001,73.641426,72.724289,73.291428,120825600,1.74,1.66,0.08,204,133,1.53,751
637,2012-02-23,73.58285500000001,73.975716,72.785713,73.769997,142006900,1.59,1.7,-0.11,263,208,1.26,1286
638,2012-02-24,74.238571,74.699997,74.091431,74.629997,103768000,1.75,1.63,0.12,151,85,1.78,604
639,2012-02-27,74.47285500000001,75.5,73.754288,75.108574,136895500,1.77,1.58,0.19,205,114,1.8,655
640,2012-02-28,75.422859,76.487144,75.121429,76.487144,150096800,1.69,1.61,0.08,278,146,1.9,1006
641,2012-02-29,77.36571500000001,78.230003,76.528572,77.49143199999999,238002800,1.69,1.67,0.02,444,263,1.69,1488
642,2012-03-01,78.309998,78.315712,76.96714,77.781425,170817500,1.66,1.76,-0.1,376,192,1.96,1188
643,2012-03-02,77.748573,78.114288,77.502853,77.882858,107928100,1.6,1.66,-0.06,181,134,1.35,752
644,2012-03-05,77.91714499999999,78.211426,75.14286,76.165718,202281100,1.55,1.79,-0.24,277,219,1.26,1096
645,2012-03-06,74.808571,76.24143199999999,73.745712,75.751427,202559700,1.62,1.7,-0.08,279,232,1.2,1072
646,2012-03-07,76.685715,76.825714,74.757141,75.812859,199630200,1.68,1.93,-0.25,418,323,1.29,2109
647,2012-03-08,76.38428499999999,77.57,76.017143,77.427139,129114300,1.62,1.81,-0.19,233,139,1.68,874
648,2012-03-09,77.744286,78.248573,77.58714300000001,77.88143199999999,104729800,1.72,1.8,-0.08,145,110,1.32,660
649,2012-03-12,78.425713,78.85714,78.14286,78.85714,101820600,1.94,1.69,0.25,226,106,2.13,684
650,2012-03-13,79.648575,81.168571,79.39286,81.157143,172713800,1.77,1.74,0.03,281,174,1.61,1142
651,2012-03-14,82.578575,84.959999,82.199997,84.225716,354711000,1.67,1.63,0.04,584,393,1.49,2357
652,2012-03-15,85.658569,85.715714,82.650002,83.65142800000001,289929500,1.67,1.8,-0.13,411,279,1.47,1511
653,2012-03-16,83.531425,84.171425,82.571426,83.652855,206371900,1.68,1.76,-0.08,337,186,1.81,1104
654,2012-03-19,85.48143,85.96714,84.150002,85.871429,225309000,1.72,1.8,-0.08,553,329,1.68,2206
655,2012-03-20,85.644287,86.699997,84.497147,86.565712,204165500,1.8,1.81,-0.01,356,207,1.72,1341
656,2012-03-21,86.105713,87.092857,85.915718,86.071426,161010500,1.77,1.74,0.03,294,166,1.77,1003
657,2012-03-22,85.397141,86.35714,85.075714,85.620003,155967700,1.73,1.64,0.09,280,146,1.92,993
658,2012-03-23,85.784286,85.971428,84.914284,85.150002,107622200,1.71,1.69,0.02,262,186,1.41,1225
659,2012-03-26,85.684288,86.735718,85.03714000000001,86.711426,148935500,1.83,1.67,0.16,254,124,2.05,994
660,2012-03-27,86.597145,88.040001,86.58000200000001,87.78286,151782400,1.79,1.75,0.04,259,125,2.07,885
661,2012-03-28,88.339996,88.778572,87.187141,88.23143,163865100,1.71,1.88,-0.17,273,174,1.57,1021
662,2012-03-29,87.540001,88.08000200000001,86.747147,87.122856,152059600,1.63,1.68,-0.05,339,234,1.45,1410
663,2012-03-30,86.96714,87.22285500000001,85.41999799999999,85.650002,182759500,1.66,1.64,0.02,381,238,1.6,1316
664,2012-04-02,85.975716,88.395714,85.76857,88.37571700000001,149587900,1.72,1.7,0.02,340,190,1.79,1233
665,2012-04-03,89.614288,90.315712,88.93,89.902855,208639900,1.82,1.85,-0.03,385,243,1.58,1506
666,2012-04-04,89.192856,89.408569,88.14286,89.187141,143245200,1.69,1.69,0.0,258,214,1.21,1053
667,2012-04-05,89.568573,90.665718,89.057144,90.525711,160324500,1.68,1.51,0.17,352,150,2.35,1214
668,2012-04-09,89.447144,91.405716,89.328575,90.889999,149384200,1.71,1.79,-0.08,344,205,1.68,1148
669,2012-04-10,91.418571,92.0,89.428574,89.77714499999999,222431300,1.66,1.69,-0.03,490,290,1.69,1571
670,2012-04-11,90.885712,90.98143,89.048569,89.457146,174153700,1.64,1.9,-0.26,388,315,1.23,1500
671,2012-04-12,89.285713,90.190002,88.64286,88.96714,153584200,1.65,1.72,-0.07,442,311,1.42,1554
672,2012-04-13,89.158569,89.242859,86.215714,86.461426,214911200,1.58,1.72,-0.14,481,376,1.28,1749
673,2012-04-16,87.15142800000001,87.182854,82.60714,82.87571700000001,262696700,1.57,1.79,-0.22,582,496,1.17,2162
674,2012-04-17,82.705711,87.14286,81.701431,87.099998,256382000,1.61,1.73,-0.12,574,375,1.53,1941
675,2012-04-18,87.674286,88.60714,86.101425,86.905716,238632800,1.6,1.72,-0.12,425,319,1.33,1630
676,2012-04-19,85.745712,86.389999,83.502853,83.91999799999999,208679800,1.66,1.76,-0.1,386,288,1.34,1580
677,2012-04-20,84.482857,84.945717,81.488571,81.854286,257746300,1.62,1.87,-0.25,552,460,1.2,2167
678,2012-04-23,81.51571700000001,82.38143199999999,79.517143,81.671425,241632300,1.62,1.66,-0.04,467,268,1.74,1569
679,2012-04-24,80.372856,81.09857199999999,79.285713,80.040001,269037300,1.7,1.71,-0.01,1181,674,1.75,4819
680,2012-04-25,87.94856999999999,88.285713,86.571426,87.14286,226444400,1.68,1.69,-0.01,644,436,1.48,2416
681,2012-04-26,87.752853,87.812859,86.01857,86.814285,134017100,1.65,1.82,-0.17,411,304,1.35,1493
682,2012-04-27,86.438568,86.597145,85.785713,86.14286,101680600,1.66,1.69,-0.03,301,216,1.39,1090
683,2012-04-30,85.400002,85.485718,83.285713,83.425713,126536200,1.5,1.7,-0.2,319,315,1.01,1276
684,2012-05-01,83.557144,85.251427,83.03286,83.16143000000001,152749800,1.61,1.74,-0.13,381,345,1.1,1452
685,2012-05-02,82.891426,83.914284,82.694283,83.711426,106847300,1.63,1.64,-0.01,349,237,1.47,1229
686,2012-05-03,84.35714,84.485718,82.900002,83.117142,97637400,1.56,1.76,-0.2,302,269,1.12,1213
687,2012-05-04,82.440002,82.622856,80.738571,80.75,132498100,1.48,1.79,-0.31,372,334,1.11,1429
688,2012-05-07,80.214287,81.824287,80.175713,81.354286,115029600,1.59,1.83,-0.24,347,280,1.24,1208
689,2012-05-08,81.36856800000001,81.64286,79.818573,81.168571,124313000,1.54,1.71,-0.17,326,254,1.28,1123
690,2012-05-09,80.528572,81.997147,80.121429,81.311432,120176000,1.53,1.85,-0.32,308,284,1.08,1149
691,2012-05-10,82.08285500000001,82.26857,81.205711,81.502853,83300000,1.53,1.77,-0.24,308,225,1.37,1084
692,2012-05-11,80.714287,82.067146,80.621429,80.958572,99886500,1.61,1.7,-0.09,229,219,1.05,1014
693,2012-05-14,80.367142,81.072861,79.657143,79.745712,88156600,1.54,1.81,-0.27,212,180,1.18,876
694,2012-05-15,80.207146,80.459999,78.821426,79.024284,119084000,1.56,1.7,-0.14,290,265,1.09,1171
695,2012-05-16,79.150002,79.555717,77.291428,78.011429,140224000,1.52,1.76,-0.24,390,320,1.22,1407
696,2012-05-17,77.90142800000001,78.214287,75.73143,75.73143,179305000,1.55,1.83,-0.28,426,408,1.04,1588
697,2012-05-18,76.279999,77.629997,74.597145,75.76857,183073100,1.61,1.82,-0.21,442,316,1.4,1534
698,2012-05-21,76.35714,80.220001,76.292854,80.182854,157776500,1.62,1.55,0.07,525,315,1.67,1618
699,2012-05-22,81.364288,81.982857,78.940002,79.567146,173717600,1.56,1.74,-0.18,402,379,1.06,1656
700,2012-05-23,79.64286,81.828575,79.03286,81.50856800000001,146224400,1.65,1.77,-0.12,657,504,1.3,2212
701,2012-05-24,82.267143,82.35714,80.175713,80.760002,124057500,1.63,1.76,-0.13,490,383,1.28,1813
702,2012-05-25,80.655716,80.835716,79.781425,80.327141,82126800,1.56,1.77,-0.21,251,190,1.32,976
703,2012-05-29,81.557144,82.0,80.75856800000001,81.752853,95127200,1.65,1.71,-0.06,238,121,1.97,717
704,2012-05-30,81.314285,82.855713,80.937141,82.738571,132357400,1.75,1.68,0.07,398,204,1.95,1256
705,2012-05-31,82.96285999999999,83.071426,81.637146,82.53286,122918600,1.64,1.77,-0.13,343,198,1.73,1133
706,2012-06-01,81.308571,81.807144,80.074287,80.141426,130246900,1.68,1.79,-0.11,287,200,1.44,932
707,2012-06-04,80.214287,81.071426,78.35714,80.612854,139248900,1.58,1.78,-0.2,277,223,1.24,896
708,2012-06-05,80.181427,80.924286,79.761429,80.404289,97053600,1.58,1.84,-0.26,222,146,1.52,750
709,2012-06-06,81.110001,81.978569,80.785713,81.637146,100363900,1.59,1.78,-0.19,228,151,1.51,817
710,2012-06-07,82.470001,82.474289,81.5,81.674286,94941700,1.59,1.83,-0.24,175,150,1.17,704
711,2012-06-08,81.657143,82.940002,81.285713,82.902855,86879100,1.69,1.89,-0.2,268,207,1.29,1115
712,2012-06-11,83.959999,84.071426,81.51857,81.595711,147816200,1.63,1.89,-0.26,354,326,1.09,1574
713,2012-06-12,82.065712,82.37428299999999,80.957146,82.308571,108845100,1.58,1.84,-0.26,213,189,1.13,835
714,2012-06-13,82.074287,82.639999,81.482857,81.737144,73395000,1.54,1.85,-0.31,194,182,1.07,823
715,2012-06-14,81.605713,81.928574,81.03714000000001,81.647141,86393300,1.44,1.8,-0.36,217,267,0.81,1055
716,2012-06-15,81.571426,82.08856999999999,81.364288,82.01857,83813800,1.57,1.85,-0.28,188,135,1.39,725
717,2012-06-18,81.565712,83.98428299999999,81.48143,83.682854,110103000,1.78,1.76,0.02,292,156,1.87,992
718,2012-06-19,83.342857,84.285713,83.300003,83.915718,90351100,1.69,1.72,-0.03,198,167,1.19,814
719,2012-06-20,84.029999,84.178574,82.971428,83.677139,89735800,1.62,1.86,-0.24,244,195,1.25,906
720,2012-06-21,83.63428499999999,84.031425,82.49143199999999,82.524284,81587800,1.64,1.71,-0.07,208,194,1.07,802
721,2012-06-22,82.720001,83.16999799999999,82.20285799999999,83.157143,71117900,1.66,1.63,0.03,213,115,1.85,681
722,2012-06-25,82.471428,82.828575,81.48143,81.538574,76095600,1.56,1.83,-0.27,167,149,1.12,615
723,2012-06-26,81.61856800000001,82.07,81.04714200000001,81.718575,69134100,1.64,1.75,-0.11,208,171,1.22,804
724,2012-06-27,82.14286,82.391426,81.70285799999999,82.071426,50749300,1.59,1.53,0.06,170,110,1.55,652
725,2012-06-28,81.66714499999999,82.0,80.80143000000001,81.292854,70709100,1.64,1.94,-0.3,220,176,1.25,840
726,2012-06-29,82.571426,83.428574,82.035713,83.428574,105375200,1.75,1.89,-0.14,313,187,1.67,1052
727,2012-07-02,83.53286,84.781425,83.371429,84.645714,100023000,1.79,1.66,0.13,259,100,2.59,805
728,2012-07-03,84.982857,85.714287,84.85714,85.629997,60428200,1.75,1.62,0.13,191,95,2.01,648
729,2012-07-05,85.794289,87.762856,85.664284,87.13428499999999,121095800,1.7,1.73,-0.03,284,160,1.78,917
730,2012-07-06,86.727142,86.91999799999999,85.940002,86.554283,104732600,1.64,1.78,-0.14,286,148,1.93,931
731,2012-07-09,86.471428,87.699997,86.30143000000001,87.69856999999999,94851400,1.88,1.67,0.21,242,102,2.37,723
732,2012-07-10,88.281425,88.552856,86.47285500000001,86.887146,127989400,1.68,1.78,-0.1,341,263,1.3,1252
733,2012-07-11,86.58856999999999,86.808571,85.317146,86.347145,117330500,1.64,1.78,-0.14,395,202,1.96,1220
734,2012-07-12,85.748573,86.209999,84.668571,85.557144,107010400,1.54,1.73,-0.19,438,239,1.83,1460
735,2012-07-13,86.135712,86.74143199999999,85.714287,86.424286,77856800,1.71,1.72,-0.01,323,150,2.15,1183
736,2012-07-16,86.445717,87.37428299999999,86.431427,86.701431,75315100,1.64,1.69,-0.05,250,115,2.17,790
737,2012-07-17,87.255714,87.35714,86.164284,86.705711,73406200,1.71,1.82,-0.11,241,151,1.6,830
738,2012-07-18,86.655716,86.905716,86.22285500000001,86.608574,63175000,1.74,1.83,-0.09,309,163,1.9,1030
739,2012-07-19,87.325714,87.907143,86.571426,87.760002,109215400,1.85,1.67,0.18,342,188,1.82,1302
740,2012-07-20,87.575714,87.77714499999999,86.242859,86.328575,99367800,1.71,1.74,-0.03,311,180,1.73,1152
741,2012-07-23,84.914284,86.557144,83.958572,86.261429,121993900,1.75,1.63,0.12,411,209,1.97,1310
742,2012-07-24,86.76857,87.097145,85.501427,85.845711,141283100,1.73,1.82,-0.09,735,515,1.43,3496
743,2012-07-25,82.065712,82.971428,81.428574,82.138573,219328200,1.67,1.84,-0.17,390,277,1.41,1488
744,2012-07-26,82.822861,82.914284,81.480003,82.12571700000001,101658200,1.54,1.73,-0.19,199,142,1.4,793
745,2012-07-27,82.144287,83.690002,81.655716,83.594284,100984100,1.65,1.6,0.05,246,121,2.03,816
746,2012-07-30,84.41714499999999,85.63428499999999,83.974289,85.004288,94785600,1.71,1.6,0.11,198,129,1.53,806
747,2012-07-31,86.175713,87.385712,86.102859,87.251427,115581900,1.69,1.62,0.07,311,165,1.88,1103
748,2012-08-01,87.987144,88.057144,86.14286,86.687141,96125400,1.69,1.7,-0.01,245,141,1.74,972
749,2012-08-02,86.120003,87.24143199999999,85.75,86.827141,83039600,1.69,1.8,-0.11,271,183,1.48,978
750,2012-08-03,87.66143000000001,88.28286,87.36571500000001,87.957146,86230200,1.66,1.69,-0.03,308,195,1.58,1116
751,2012-08-06,88.184288,89.267143,87.894287,88.935715,75525800,1.68,1.63,0.05,373,254,1.47,1336
752,2012-08-07,88.96714,89.285713,88.291428,88.701431,72611700,1.69,1.67,0.02,270,203,1.33,1033
753,2012-08-08,88.48428299999999,89.12571700000001,88.157143,88.55143000000001,61176500,1.64,1.84,-0.2,234,192,1.22,940
754,2012-08-09,88.264282,88.818573,88.257141,88.675713,55410600,1.65,1.67,-0.02,218,155,1.41,796
755,2012-08-10,88.387146,88.822861,88.385712,88.814285,48734700,1.6,1.58,0.02,170,92,1.85,639
756,2012-08-13,89.055717,90.0,89.035713,90.0,69708100,1.76,1.66,0.1,305,178,1.71,1013
757,2012-08-14,90.267143,91.230003,90.029999,90.24143199999999,85042300,1.59,1.67,-0.08,375,246,1.52,1264
758,2012-08-15,90.185715,90.571426,89.678574,90.11856800000001,64335600,1.58,1.75,-0.17,296,201,1.47,1013
759,2012-08-16,90.172859,90.965714,90.071426,90.905716,63633500,1.68,1.74,-0.06,272,152,1.79,995
760,2012-08-17,91.428574,92.59857199999999,91.25856800000001,92.58714300000001,110690300,1.89,1.67,0.22,500,221,2.26,1574
761,2012-08-20,92.858574,95.021431,92.842857,95.021431,153346200,1.8,1.62,0.18,647,297,2.18,2043
762,2012-08-21,95.831429,96.41143000000001,92.904289,93.72285500000001,203179900,1.65,1.69,-0.04,716,436,1.64,2436
763,2012-08-22,93.488571,95.571426,92.58714300000001,95.552856,141330700,1.71,1.64,0.07,613,328,1.87,2100
764,2012-08-23,95.158569,95.699997,94.449997,94.66143000000001,105032200,1.7,1.69,0.01,528,270,1.96,1814
765,2012-08-24,94.215714,95.639999,93.650002,94.745712,109335100,1.76,1.81,-0.05,663,320,2.07,2782
766,2012-08-27,97.141426,97.267143,96.220001,96.525711,106752100,1.63,1.71,-0.08,562,233,2.41,1901
767,2012-08-28,96.425713,96.585716,95.809998,96.400002,66854200,1.72,1.62,0.1,343,159,2.16,1161
768,2012-08-29,96.464287,96.809998,96.085716,96.209999,50701700,1.77,1.65,0.12,237,102,2.32,769
769,2012-08-30,95.805717,95.935715,94.692856,94.83856999999999,75674900,1.71,1.7,0.01,364,269,1.35,1336
770,2012-08-31,95.321426,95.514282,93.89286,95.034286,84580300,1.78,1.75,0.03,302,218,1.39,1293
771,2012-09-04,95.108574,96.44856999999999,94.928574,96.424286,91973000,1.76,1.81,-0.05,393,254,1.55,1487
772,2012-09-05,96.510002,96.621429,95.657143,95.747147,84093800,1.68,1.7,-0.02,355,220,1.61,1290
773,2012-09-06,96.16714499999999,96.898575,95.828575,96.610001,97799100,1.77,1.73,0.04,484,212,2.28,1713
774,2012-09-07,96.864288,97.497147,96.538574,97.205711,82416600,1.8,1.65,0.15,359,200,1.8,1290
775,2012-09-10,97.207146,97.612854,94.585716,94.677139,121999500,1.62,1.78,-0.16,494,461,1.07,2054
776,2012-09-11,95.01571700000001,95.728569,93.785713,94.370003,125995800,1.67,1.75,-0.08,453,365,1.24,1786
777,2012-09-12,95.264282,95.699997,93.714287,95.684288,178058300,1.64,1.78,-0.14,797,554,1.44,3683
778,2012-09-13,96.767143,97.928574,96.395714,97.568573,149590000,1.76,1.62,0.14,606,293,2.07,2181
779,2012-09-14,98.565712,99.568573,98.269997,98.754288,150118500,1.66,1.64,0.02,566,356,1.59,2429
780,2012-09-17,99.907143,99.971428,99.230003,99.968575,99507800,1.66,1.62,0.04,476,258,1.84,1826
781,2012-09-18,99.982857,100.33285500000001,99.488571,100.272858,93375800,1.73,1.64,0.09,429,220,1.95,1556
782,2012-09-19,100.03714000000001,100.57,99.938568,100.300003,81718700,1.75,1.74,0.01,381,157,2.43,1447
783,2012-09-20,99.879997,100.00856800000001,99.08856999999999,99.814285,84142100,1.7,1.69,0.01,363,230,1.58,1359
784,2012-09-21,100.344284,100.724289,99.908569,100.012856,142897300,1.7,1.65,0.05,417,212,1.97,1767
785,2012-09-24,98.122856,99.302856,97.571426,98.684288,159941600,1.61,1.87,-0.26,642,515,1.25,2554
786,2012-09-25,98.322861,98.968575,96.14286,96.220001,129697400,1.6,1.71,-0.11,532,432,1.23,2075
787,2012-09-26,95.534286,96.09857199999999,94.457146,95.025711,144125800,1.68,1.65,0.03,640,387,1.65,2142
788,2012-09-27,94.898575,97.45285799999999,94.335716,97.331429,148522500,1.64,1.66,-0.02,724,401,1.81,2464
789,2012-09-28,96.964287,97.30143000000001,95.25,95.300003,133777700,1.61,1.74,-0.13,401,297,1.35,1763
790,2012-10-01,95.879997,96.678574,93.785713,94.19856999999999,135898700,1.6,1.76,-0.16,436,339,1.29,1725
791,2012-10-02,94.544289,95.192856,92.949997,94.47285500000001,156998100,1.63,1.74,-0.11,762,487,1.56,2563
792,2012-10-03,94.980003,95.980003,94.66143000000001,95.921425,106070300,1.76,1.85,-0.09,449,253,1.77,1713
793,2012-10-04,95.89286,96.321426,95.078575,95.257141,92681400,1.61,1.63,-0.02,386,252,1.53,1497
