,Date,Open,High,Low,Close,Volume,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages
1438,2015-05-04,129.5,130.570007,128.259995,128.699997,50988300,1.69,1.76,-0.07,421,222,1.9,1556
1439,2015-05-05,128.149994,128.449997,125.779999,125.800003,49271400,1.64,1.77,-0.13,467,329,1.42,1768
1440,2015-05-06,126.559998,126.75,123.360001,125.010002,72141000,1.64,1.91,-0.27,672,458,1.47,2639
1441,2015-05-07,124.769997,126.08000200000001,124.019997,125.260002,43940900,1.72,1.86,-0.14,441,262,1.68,1681
1442,2015-05-08,126.68,127.620003,126.110001,127.620003,55550400,1.73,1.77,-0.04,435,204,2.13,1600
1443,2015-05-11,127.389999,127.559998,125.629997,126.32,42035800,1.72,1.73,-0.01,432,249,1.73,1486
1444,2015-05-12,125.599998,126.879997,124.82,125.870003,48160000,1.79,1.67,0.12,553,342,1.62,2065
1445,2015-05-13,126.150002,127.190002,125.870003,126.010002,34694200,1.65,1.84,-0.19,350,223,1.57,1378
1446,2015-05-14,127.410004,128.949997,127.160004,128.949997,45203500,1.74,1.58,0.16,475,253,1.88,1776
1447,2015-05-15,129.070007,129.490005,128.21000700000002,128.770004,38208000,1.73,1.78,-0.05,370,225,1.64,1463
1448,2015-05-18,128.380005,130.720001,128.360001,130.190002,50882900,1.66,1.86,-0.2,459,188,2.44,1843
1449,2015-05-19,130.690002,130.880005,129.639999,130.070007,44633200,1.8,1.67,0.13,333,170,1.96,1427
1450,2015-05-20,130.0,130.979996,129.33999599999999,130.059998,36454900,1.76,1.71,0.05,313,150,2.09,1301
1451,2015-05-21,130.070007,131.630005,129.830002,131.389999,39730400,1.71,1.57,0.14,339,144,2.35,1358
1452,2015-05-22,131.600006,132.970001,131.399994,132.53999299999998,45596000,1.73,1.65,0.08,407,180,2.26,1592
1453,2015-05-26,132.600006,132.91000400000001,129.119995,129.619995,70697600,1.6,1.83,-0.23,553,369,1.5,1993
1454,2015-05-27,130.33999599999999,132.259995,130.050003,132.03999299999998,45833200,1.73,1.68,0.05,395,157,2.52,1449
1455,2015-05-28,131.860001,131.949997,131.100006,131.779999,30733300,1.74,1.83,-0.09,280,160,1.75,1160
1456,2015-05-29,131.229996,131.449997,129.899994,130.279999,50884500,1.71,1.81,-0.1,262,180,1.46,1161
1457,2015-06-01,130.279999,131.389999,130.050003,130.53999299999998,32112800,1.69,1.9,-0.21,238,150,1.59,1077
1458,2015-06-02,129.860001,130.66000400000001,129.320007,129.96000700000002,33667600,1.69,1.81,-0.12,303,169,1.79,1204
1459,2015-06-03,130.66000400000001,130.940002,129.899994,130.119995,30889400,1.76,1.82,-0.06,340,129,2.64,1253
1460,2015-06-04,129.580002,130.580002,128.91000400000001,129.360001,38450100,1.66,1.77,-0.11,324,183,1.77,1250
1461,2015-06-05,129.5,129.690002,128.360001,128.649994,35626800,1.71,1.85,-0.14,331,198,1.67,1280
1462,2015-06-08,128.899994,129.21000700000002,126.83000200000001,127.800003,52674800,1.72,1.88,-0.16,476,304,1.57,2688
1463,2015-06-09,126.699997,128.080002,125.620003,127.41999799999999,56075400,1.76,1.78,-0.02,515,277,1.86,2048
1464,2015-06-10,127.91999799999999,129.33999599999999,127.849998,128.880005,39087300,1.76,1.61,0.15,306,130,2.35,1267
1465,2015-06-11,129.179993,130.179993,128.479996,128.58999599999999,35390900,1.73,1.73,0.0,296,160,1.85,1230
1466,2015-06-12,128.190002,128.330002,127.110001,127.16999799999999,36886200,1.81,1.89,-0.08,226,172,1.31,1029
1467,2015-06-15,126.099998,127.239998,125.709999,126.91999799999999,43988900,1.7,1.73,-0.03,317,177,1.79,1163
1468,2015-06-16,127.029999,127.849998,126.370003,127.599998,31494100,1.69,1.87,-0.18,283,138,2.05,1085
1469,2015-06-17,127.720001,127.879997,126.739998,127.300003,32918100,1.7,1.77,-0.07,332,166,2.0,1260
1470,2015-06-18,127.230003,128.309998,127.220001,127.879997,35407200,1.72,1.78,-0.06,373,184,2.03,1316
1471,2015-06-19,127.709999,127.82,126.400002,126.599998,54716900,1.61,1.86,-0.25,263,169,1.56,1114
1472,2015-06-22,127.489998,128.059998,127.08000200000001,127.610001,34039300,1.81,1.85,-0.04,259,142,1.82,1010
1473,2015-06-23,127.480003,127.610001,126.879997,127.029999,30268900,1.63,1.75,-0.12,274,126,2.17,1036
1474,2015-06-24,127.209999,129.800003,127.120003,128.110001,55280900,1.74,1.6,0.14,528,252,2.1,1799
1475,2015-06-25,128.860001,129.199997,127.5,127.5,31938100,1.76,1.59,0.17,324,150,2.16,1196
1476,2015-06-26,127.66999799999999,127.989998,126.510002,126.75,44066800,1.76,1.73,0.03,308,165,1.87,1253
1477,2015-06-29,125.459999,126.470001,124.480003,124.529999,49161400,1.78,1.83,-0.05,514,295,1.74,1755
1478,2015-06-30,125.57,126.120003,124.860001,125.43,44370700,1.77,1.77,0.0,282,128,2.2,1134
1479,2015-07-01,126.900002,126.940002,125.989998,126.599998,30238800,1.82,1.69,0.13,283,131,2.16,1105
1480,2015-07-02,126.43,126.690002,125.769997,126.440002,27211000,1.78,1.72,0.06,211,85,2.48,769
1481,2015-07-06,124.940002,126.230003,124.849998,126.0,28060400,1.81,1.73,0.08,232,126,1.84,834
1482,2015-07-07,125.889999,126.150002,123.769997,125.690002,46946800,1.7,1.98,-0.28,433,264,1.64,1538
1483,2015-07-08,124.480003,124.639999,122.540001,122.57,60761600,1.71,1.89,-0.18,695,472,1.47,2829
1484,2015-07-09,123.849998,124.059998,119.220001,120.07,77821600,1.72,1.81,-0.09,1083,760,1.43,4231
1485,2015-07-10,121.940002,123.849998,121.209999,123.279999,61354500,1.67,1.63,0.04,522,320,1.63,2138
1486,2015-07-13,125.029999,125.760002,124.32,125.660004,41440500,1.85,1.76,0.09,423,190,2.23,1641
1487,2015-07-14,126.040001,126.370003,125.040001,125.610001,31768100,1.75,1.81,-0.06,367,216,1.7,1478
1488,2015-07-15,125.720001,127.150002,125.58000200000001,126.82,33649200,1.75,1.75,0.0,360,210,1.71,1548
1489,2015-07-16,127.739998,128.570007,127.349998,128.509995,36222400,1.8,1.86,-0.06,487,267,1.82,1760
1490,2015-07-17,129.080002,129.619995,128.309998,129.619995,46164700,1.8,1.72,0.08,540,252,2.14,1851
1491,2015-07-20,130.970001,132.970001,130.699997,132.070007,58900200,1.79,1.67,0.12,745,369,2.02,2784
1492,2015-07-21,132.850006,132.919998,130.320007,130.75,76756400,1.71,1.85,-0.14,1995,1380,1.45,8387
1493,2015-07-22,121.989998,125.5,121.989998,125.220001,115450600,1.74,1.8,-0.06,1520,878,1.73,5434
1494,2015-07-23,126.199997,127.089996,125.059998,125.160004,50999500,1.64,1.8,-0.16,663,312,2.13,2302
1495,2015-07-24,125.32,125.739998,123.900002,124.5,42162300,1.59,1.84,-0.25,389,241,1.61,1624
1496,2015-07-27,123.089996,123.610001,122.120003,122.769997,44455500,1.61,1.87,-0.26,382,270,1.41,1458
1497,2015-07-28,123.379997,123.910004,122.550003,123.379997,33618100,1.67,1.74,-0.07,319,167,1.91,1270
1498,2015-07-29,123.150002,123.5,122.269997,122.989998,37011700,1.67,1.8,-0.13,370,237,1.56,1566
1499,2015-07-30,122.32,122.57,121.709999,122.370003,33628300,1.67,1.69,-0.02,410,232,1.77,1509
1500,2015-07-31,122.599998,122.639999,120.910004,121.300003,42885000,1.57,1.88,-0.31,479,328,1.46,1868
1501,2015-08-03,121.5,122.57,117.519997,118.440002,69976000,1.57,1.81,-0.24,1005,809,1.24,3907
1502,2015-08-04,117.41999799999999,117.699997,113.25,114.639999,124138600,1.6,1.8,-0.2,1636,1162,1.41,6313
1503,2015-08-05,112.949997,117.440002,112.099998,115.400002,99312600,1.66,1.72,-0.06,1095,791,1.38,4206
1504,2015-08-06,115.970001,116.5,114.120003,115.129997,52903000,1.64,1.71,-0.07,444,257,1.73,1595
1505,2015-08-07,114.58000200000001,116.25,114.5,115.519997,38670400,1.61,1.8,-0.19,349,204,1.71,1341
1506,2015-08-10,116.529999,119.989998,116.529999,119.720001,54951600,1.66,1.58,0.08,555,325,1.71,1936
1507,2015-08-11,117.809998,118.18,113.33000200000001,113.489998,97082800,1.59,1.83,-0.24,1057,808,1.31,4165
1508,2015-08-12,112.529999,115.41999799999999,109.629997,115.239998,101217500,1.66,1.82,-0.16,1153,734,1.57,4209
1509,2015-08-13,116.040001,116.400002,114.540001,115.150002,48535800,1.61,1.83,-0.22,368,271,1.36,1845
1510,2015-08-14,114.32,116.309998,114.010002,115.959999,42929500,1.67,1.78,-0.11,414,210,1.97,1773
1511,2015-08-17,116.040001,117.650002,115.5,117.160004,40884700,1.75,1.76,-0.01,343,143,2.4,1238
1512,2015-08-18,116.43,117.440002,116.010002,116.5,34560700,1.63,1.86,-0.23,346,218,1.59,1430
1513,2015-08-19,116.099998,116.519997,114.68,115.010002,47445700,1.61,1.91,-0.3,476,295,1.61,1975
1514,2015-08-20,114.08000200000001,114.349998,111.629997,112.650002,68501600,1.54,1.92,-0.38,524,455,1.15,2318
1515,2015-08-21,110.43,111.900002,105.650002,105.760002,128275500,1.64,1.92,-0.28,997,826,1.21,4141
1516,2015-08-24,94.870003,108.800003,92.0,103.120003,162206300,1.72,1.88,-0.16,1397,1006,1.39,5482
1517,2015-08-25,111.110001,111.110001,103.5,103.739998,103601600,1.7,1.89,-0.19,897,670,1.34,3393
1518,2015-08-26,107.089996,109.889999,105.050003,109.690002,96774600,1.68,1.96,-0.28,854,593,1.44,3028
1519,2015-08-27,112.230003,113.239998,110.019997,112.91999799999999,84616100,1.69,1.77,-0.08,681,416,1.64,2385
1520,2015-08-28,112.16999799999999,113.309998,111.540001,113.290001,53164400,1.76,1.9,-0.14,375,216,1.74,1580
1521,2015-08-31,112.029999,114.529999,112.0,112.760002,56229300,1.74,1.92,-0.18,417,300,1.39,1674
1522,2015-09-01,110.150002,111.879997,107.360001,107.720001,76845900,1.65,1.9,-0.25,561,527,1.06,2530
1523,2015-09-02,110.230003,112.339996,109.129997,112.339996,61888800,1.7,1.77,-0.07,508,305,1.67,1885
1524,2015-09-03,112.489998,112.779999,110.040001,110.370003,53233900,1.62,1.89,-0.27,381,311,1.23,1775
1525,2015-09-04,108.970001,110.449997,108.510002,109.269997,49996300,1.59,1.79,-0.2,377,302,1.25,1648
1526,2015-09-08,111.75,112.559998,110.32,112.309998,54843600,1.64,1.81,-0.17,386,270,1.43,1648
1527,2015-09-09,113.760002,114.019997,109.769997,110.150002,85010800,1.68,1.95,-0.27,986,712,1.38,5784
1528,2015-09-10,110.269997,113.279999,109.900002,112.57,62892800,1.74,1.86,-0.12,455,263,1.73,2097
1529,2015-09-11,111.790001,114.209999,111.760002,114.209999,49915500,1.66,1.78,-0.12,372,268,1.39,1657
1530,2015-09-14,116.58000200000001,116.889999,114.860001,115.309998,58363400,1.74,1.82,-0.08,490,323,1.52,2006
1531,2015-09-15,115.93,116.529999,114.41999799999999,116.279999,43341200,1.69,1.77,-0.08,283,220,1.29,1378
1532,2015-09-16,116.25,116.540001,115.440002,116.410004,37173500,1.67,1.87,-0.2,276,195,1.42,1245
1533,2015-09-17,115.660004,116.489998,113.720001,113.91999799999999,64112600,1.78,1.93,-0.15,478,403,1.19,2340
1534,2015-09-18,112.209999,114.300003,111.870003,113.449997,74285300,1.62,1.91,-0.29,374,329,1.14,1676
1535,2015-09-21,113.66999799999999,115.370003,113.660004,115.209999,50222000,1.71,1.92,-0.21,390,208,1.88,1792
1536,2015-09-22,113.379997,114.18,112.519997,113.400002,50346200,1.61,1.86,-0.25,419,317,1.32,1800
1537,2015-09-23,113.629997,114.720001,113.300003,114.32,35756700,1.76,1.84,-0.08,315,192,1.64,1285
1538,2015-09-24,113.25,115.5,112.370003,115.0,50219500,1.63,1.87,-0.24,440,282,1.56,1709
1539,2015-09-25,116.440002,116.690002,114.019997,114.709999,56151900,1.65,1.91,-0.26,303,201,1.51,1318
1540,2015-09-28,113.849998,114.57,112.440002,112.440002,52109000,1.54,2.02,-0.48,408,383,1.07,1900
1541,2015-09-29,112.83000200000001,113.510002,107.860001,109.059998,73365400,1.64,1.93,-0.29,623,580,1.07,2729
1542,2015-09-30,110.16999799999999,111.540001,108.730003,110.300003,66473000,1.63,1.85,-0.22,463,337,1.37,1889
1543,2015-10-01,109.07,109.620003,107.309998,109.58000200000001,63929100,1.56,1.81,-0.25,534,465,1.15,2294
1544,2015-10-02,108.010002,111.010002,107.550003,110.379997,58019800,1.64,1.8,-0.16,387,269,1.44,1467
1545,2015-10-05,109.879997,111.370003,109.07,110.779999,52064700,1.7,1.89,-0.19,393,245,1.6,1470
1546,2015-10-06,110.629997,111.739998,109.769997,111.309998,48196800,1.63,1.9,-0.27,335,245,1.37,1413
1547,2015-10-07,111.739998,111.769997,109.410004,110.779999,46765600,1.6,1.94,-0.34,329,266,1.24,1343
1548,2015-10-08,110.190002,110.190002,108.209999,109.5,61979600,1.63,2.02,-0.39,365,310,1.18,1623
1549,2015-10-09,110.0,112.279999,109.489998,112.120003,52766100,1.67,1.81,-0.14,312,227,1.37,1480
1550,2015-10-12,112.730003,112.75,111.440002,111.599998,30467200,1.67,1.78,-0.11,189,119,1.59,849
1551,2015-10-13,110.82,112.449997,110.68,111.790001,33049300,1.82,1.71,0.11,202,180,1.12,970
1552,2015-10-14,111.290001,111.519997,109.559998,110.209999,44462400,1.61,1.89,-0.28,258,220,1.17,1135
1553,2015-10-15,110.93,112.099998,110.489998,111.860001,37673500,1.77,1.82,-0.05,261,172,1.52,1061
1554,2015-10-16,111.779999,112.0,110.529999,111.040001,39232600,1.61,1.79,-0.18,237,157,1.51,992
1555,2015-10-19,110.800003,111.75,110.110001,111.730003,29759200,1.71,1.83,-0.12,227,118,1.92,868
1556,2015-10-20,111.339996,114.16999799999999,110.82,113.769997,48778800,1.85,1.82,0.03,410,242,1.69,1566
1557,2015-10-21,114.0,115.58000200000001,113.699997,113.760002,41795200,1.73,1.75,-0.02,260,189,1.38,1189
1558,2015-10-22,114.33000200000001,115.5,114.099998,115.5,41654100,1.82,1.72,0.1,344,189,1.82,1296
1559,2015-10-23,116.699997,119.230003,116.33000200000001,119.08000200000001,59366900,1.75,1.75,0.0,456,210,2.17,1736
1560,2015-10-26,118.08000200000001,118.129997,114.91999799999999,115.279999,66333800,1.66,1.75,-0.09,532,416,1.28,2262
1561,2015-10-27,115.400002,116.540001,113.989998,114.550003,69884400,1.73,1.87,-0.14,1267,827,1.53,6063
1562,2015-10-28,116.93,119.300003,116.059998,119.269997,85551400,1.7,1.78,-0.08,649,307,2.11,2743
1563,2015-10-29,118.699997,120.690002,118.269997,120.529999,51227300,1.77,1.68,0.09,410,233,1.76,1627
1564,2015-10-30,120.989998,121.220001,119.449997,119.5,49365300,1.73,1.76,-0.03,306,167,1.83,1197
1565,2015-11-02,120.800003,121.360001,119.610001,121.18,32203300,1.77,1.57,0.2,218,99,2.2,903
1566,2015-11-03,120.790001,123.489998,120.699997,122.57,45519000,1.73,1.69,0.04,316,166,1.9,1236
1567,2015-11-04,123.129997,123.82,121.620003,122.0,44886100,1.76,1.74,0.02,269,134,2.01,982
1568,2015-11-05,121.849998,122.690002,120.18,120.91999799999999,39552700,1.8,1.76,0.04,257,165,1.56,1055
1569,2015-11-06,121.110001,121.809998,120.620003,121.059998,33042300,1.79,1.75,0.04,126,75,1.68,590
1570,2015-11-09,120.959999,121.809998,120.050003,120.57,33871400,1.74,1.84,-0.1,199,96,2.07,775
1571,2015-11-10,116.900002,118.07,116.059998,116.769997,59127900,1.62,1.88,-0.26,554,387,1.43,2410
1572,2015-11-11,116.370003,117.41999799999999,115.209999,116.110001,45218000,1.78,1.87,-0.09,323,245,1.32,1557
1573,2015-11-12,116.260002,116.82,115.650002,115.720001,32525600,1.66,1.7,-0.04,243,149,1.63,1091
1574,2015-11-13,115.199997,115.57,112.269997,112.339996,45812400,1.59,1.82,-0.23,357,277,1.29,1465
1575,2015-11-16,111.379997,114.239998,111.0,114.18,38106700,1.62,1.7,-0.08,238,118,2.02,1059
1576,2015-11-17,114.91999799999999,115.050003,113.32,113.690002,27616900,1.69,1.86,-0.17,173,85,2.04,696
1577,2015-11-18,115.760002,117.489998,115.5,117.290001,46674700,1.85,1.79,0.06,361,180,2.01,1413
1578,2015-11-19,117.639999,119.75,116.760002,118.779999,43295800,1.83,1.73,0.1,274,136,2.01,1085
1579,2015-11-20,119.199997,119.91999799999999,118.849998,119.300003,34287100,1.73,1.96,-0.23,102,55,1.85,480
1580,2015-11-23,119.269997,119.730003,117.339996,117.75,32482500,1.68,1.85,-0.17,180,117,1.54,804
1581,2015-11-24,117.33000200000001,119.349998,117.120003,118.879997,42803200,1.7,2.01,-0.31,158,89,1.78,684
1582,2015-11-25,119.209999,119.230003,117.91999799999999,118.029999,21388300,1.85,2.0,-0.15,123,73,1.68,635
1583,2015-11-27,118.290001,118.410004,117.599998,117.809998,13046400,1.84,1.83,0.01,69,53,1.3,371
1584,2015-11-30,117.989998,119.410004,117.75,118.300003,39180300,1.87,1.95,-0.08,140,57,2.46,522
1585,2015-12-01,118.75,118.809998,116.860001,117.339996,34852400,1.84,1.77,0.07,259,179,1.45,1149
1586,2015-12-02,117.339996,118.110001,116.08000200000001,116.279999,33386600,1.7,1.93,-0.23,167,116,1.44,815
1587,2015-12-03,116.550003,116.790001,114.220001,115.199997,41569500,1.74,1.72,0.02,198,119,1.66,768
1588,2015-12-04,115.290001,119.25,115.110001,119.029999,57777000,1.84,1.67,0.17,248,127,1.95,944
1589,2015-12-07,118.980003,119.860001,117.809998,118.279999,32084200,1.7,1.66,0.04,154,80,1.93,601
1590,2015-12-08,117.519997,118.599998,116.860001,118.230003,34309500,1.62,1.98,-0.36,152,100,1.52,684
1591,2015-12-09,117.639999,117.690002,115.08000200000001,115.620003,46361400,1.62,1.93,-0.31,236,179,1.32,1083
1592,2015-12-10,116.040001,116.940002,115.510002,116.16999799999999,29104200,1.81,1.53,0.28,194,89,2.18,782
1593,2015-12-11,115.190002,115.389999,112.849998,113.18,46886200,1.71,1.87,-0.16,319,200,1.6,1260
1594,2015-12-14,112.18,112.68,109.790001,112.480003,64318700,1.7,1.9,-0.2,362,246,1.47,1516
1595,2015-12-15,111.940002,112.800003,110.349998,110.489998,53323100,1.66,1.79,-0.13,428,267,1.6,1761
1596,2015-12-16,111.07,111.989998,108.800003,111.339996,56238500,1.66,1.9,-0.24,449,251,1.79,1883
1597,2015-12-17,112.019997,112.25,108.980003,108.980003,44772800,1.62,1.91,-0.29,429,293,1.46,1838
1598,2015-12-18,108.910004,109.519997,105.809998,106.029999,96453300,1.63,1.81,-0.18,584,424,1.38,2426
1599,2015-12-21,107.279999,107.370003,105.57,107.33000200000001,47590600,1.69,1.8,-0.11,447,242,1.85,1674
1600,2015-12-22,107.400002,107.720001,106.449997,107.230003,32789400,1.74,1.75,-0.01,298,183,1.63,1188
1601,2015-12-23,107.269997,108.849998,107.199997,108.610001,32657400,1.74,1.68,0.06,285,179,1.59,1188
1602,2015-12-24,109.0,109.0,107.949997,108.029999,13570400,1.62,1.78,-0.16,96,53,1.81,489
1603,2015-12-28,107.589996,107.690002,106.18,106.82,26704200,1.64,1.82,-0.18,245,182,1.35,1104
1604,2015-12-29,106.959999,109.43,106.860001,108.739998,30931200,1.7,1.75,-0.05,287,146,1.97,1117
1605,2015-12-30,108.58000200000001,108.699997,107.18,107.32,25213800,1.62,1.81,-0.19,149,97,1.54,757
1606,2015-12-31,107.010002,107.029999,104.82,105.260002,40635300,1.62,1.83,-0.21,379,257,1.47,1617
1607,2016-01-04,102.610001,105.370003,102.0,105.349998,67649400,1.75,1.8,-0.05,546,289,1.89,2103
1608,2016-01-05,105.75,105.849998,102.410004,102.709999,55791000,1.66,1.8,-0.14,514,416,1.24,2611
1609,2016-01-06,100.559998,102.370003,99.870003,100.699997,68457400,1.65,1.86,-0.21,775,618,1.25,3544
1610,2016-01-07,98.68,100.129997,96.43,96.449997,81094400,1.7,1.86,-0.16,916,644,1.42,3765
1611,2016-01-08,98.550003,99.110001,96.760002,96.959999,70798000,1.68,1.83,-0.15,494,325,1.52,2254
1612,2016-01-11,98.970001,99.059998,97.339996,98.529999,49739400,1.78,1.82,-0.04,442,230,1.92,1727
1613,2016-01-12,100.550003,100.690002,98.839996,99.959999,49154200,1.787598,1.7362799999999998,0.051316999999999995,358,164,2.1829,1431
1614,2016-01-12,100.550003,100.690002,98.839996,99.959999,49154200,1.79,1.74,0.05,358,164,2.18,1431
1615,2016-01-13,100.32,101.190002,97.300003,97.389999,62439600,1.7245979999999999,1.8509360000000001,-0.126339,435,267,1.6292,1750
1616,2016-01-14,97.959999,100.480003,95.739998,99.519997,63170100,1.631873,1.958645,-0.326772,379,251,1.51,1626
1617,2016-01-15,96.199997,97.709999,95.360001,97.129997,79010000,1.6410490000000002,1.9008990000000001,-0.259849,448,345,1.2986,1942
1618,2016-01-19,98.410004,98.650002,95.5,96.660004,53087700,1.6464470000000002,1.90298,-0.25653200000000004,304,245,1.2408,1354
1619,2016-01-20,95.099998,98.190002,93.41999799999999,96.790001,72334400,1.68813,1.879633,-0.191503,476,300,1.5867,2046
1620,2016-01-21,97.059998,97.879997,94.940002,96.300003,52161500,1.721393,1.806772,-0.08538,280,189,1.4815,1334
1621,2016-01-22,98.629997,101.459999,98.370003,101.41999799999999,65800500,1.8189229999999998,1.6818819999999999,0.137042,483,186,2.5968,1750
1622,2016-01-25,101.519997,101.529999,99.209999,99.440002,51794500,1.691136,1.918406,-0.227269,264,138,1.913,1190
1623,2016-01-26,99.93,100.879997,98.07,99.989998,75077000,1.7405959999999998,1.9013240000000002,-0.160728,1276,831,1.5355,6383
1624,2016-01-27,96.040001,96.629997,93.339996,93.41999799999999,133369700,1.6713900000000002,1.804698,-0.13330799999999998,1036,728,1.4231,4736
1625,2016-01-28,93.790001,94.519997,92.389999,94.089996,55678800,1.672925,1.8938139999999999,-0.22088899999999997,465,236,1.9703,1845
1626,2016-01-29,94.790001,97.339996,94.349998,97.339996,64416500,1.748289,1.652,0.096289,339,140,2.4214,1358
1627,2016-02-01,96.470001,96.709999,95.400002,96.43,40943500,1.667991,1.69871,-0.030718000000000002,229,124,1.8468,1106
1628,2016-02-02,95.41999799999999,96.040001,94.279999,94.480003,37357200,1.811176,2.101241,-0.290064,238,137,1.7372,1134
1629,2016-02-03,95.0,96.839996,94.08000200000001,96.349998,45964300,1.780212,1.72,0.060212,283,120,2.3583,1047
1630,2016-02-04,95.860001,97.33000200000001,95.190002,96.599998,46471700,1.7,1.778,-0.078,207,100,2.07,879
1631,2016-02-05,96.519997,96.91999799999999,93.690002,94.019997,46418100,1.6651220000000002,2.0088,-0.34367800000000004,246,175,1.4057,1037
1632,2016-02-08,93.129997,95.699997,93.040001,95.010002,54021400,1.7358740000000001,1.8753380000000002,-0.139465,269,133,2.0226,1116
1633,2016-02-09,94.290001,95.940002,93.93,94.989998,44331200,1.7702380000000002,1.870426,-0.100187,210,94,2.234,853
1634,2016-02-10,95.91999799999999,96.349998,94.099998,94.269997,42343600,1.698857,1.786066,-0.08720800000000001,175,122,1.4344,758
1635,2016-02-11,93.790001,94.720001,92.589996,93.699997,50074700,1.7138970000000002,1.8967439999999998,-0.182847,213,129,1.6512,900
1636,2016-02-12,94.190002,94.5,93.010002,93.989998,40351400,1.6982,1.7777479999999999,-0.07954800000000001,200,111,1.8018,812
1637,2016-02-16,95.019997,96.849998,94.610001,96.639999,49057900,1.7887669999999998,1.788962,-0.000195,300,183,1.6393,1235
1638,2016-02-17,96.66999799999999,98.209999,96.150002,98.120003,44863200,1.759682,1.779643,-0.019961000000000003,283,140,2.0214,1429
1639,2016-02-18,98.839996,98.889999,96.089996,96.260002,39021000,1.7186810000000001,1.796916,-0.078235,182,107,1.7009,971
1640,2016-02-19,96.0,96.760002,95.800003,96.040001,35374200,1.778779,1.9429310000000002,-0.164152,172,116,1.4828,1290
1641,2016-02-22,96.309998,96.900002,95.91999799999999,96.879997,34280800,1.8238330000000003,1.657527,0.16630599999999998,180,93,1.9355,796
1642,2016-02-23,96.400002,96.5,94.550003,94.690002,31942600,1.592244,1.86953,-0.27728600000000003,205,149,1.3758,1099
1643,2016-02-24,93.980003,96.379997,93.32,96.099998,36255700,1.5957290000000002,1.7336220000000002,-0.13789300000000002,199,127,1.5669,1017
1644,2016-02-25,96.050003,96.760002,95.25,96.760002,27582700,1.6414380000000002,1.802714,-0.161277,160,70,2.2857,822
1645,2016-02-26,97.199997,98.019997,96.58000200000001,96.910004,28991100,1.706306,1.8584040000000002,-0.152099,157,94,1.6702,727
1646,2016-02-29,96.860001,98.230003,96.650002,96.690002,35216300,1.8747880000000001,1.8067900000000001,0.067998,165,81,2.037,675
1647,2016-03-01,97.650002,100.769997,97.41999799999999,100.529999,50407100,1.7392729999999998,1.733141,0.006132,289,156,1.8526,1248
1648,2016-03-02,100.510002,100.889999,99.639999,100.75,33169600,1.7785509999999998,1.8161619999999998,-0.037611,207,99,2.0909,772
1649,2016-03-03,100.58000200000001,101.709999,100.449997,101.5,36955700,1.7703330000000002,1.9386029999999999,-0.16827,240,136,1.7647,998
1650,2016-03-04,102.370003,103.75,101.370003,103.010002,46055100,1.7508580000000002,1.60562,0.145238,268,137,1.9562,1017
1651,2016-03-07,102.389999,102.83000200000001,100.959999,101.870003,35828900,1.705789,1.7400810000000002,-0.034292,247,123,2.0081,890
1652,2016-03-08,100.779999,101.760002,100.400002,101.029999,31561900,1.762056,1.814,-0.051944000000000004,180,85,2.1176,693
1653,2016-03-09,101.309998,101.58000200000001,100.269997,101.120003,27201700,1.740898,1.784359,-0.043461,167,78,2.141,658
1654,2016-03-10,101.410004,102.239998,100.150002,101.16999799999999,33513600,1.868375,1.745985,0.12239000000000001,240,137,1.7518,982
1655,2016-03-11,102.239998,102.279999,101.5,102.260002,27408200,1.7275770000000001,1.781163,-0.053585,194,86,2.2558,719
1656,2016-03-14,101.910004,102.910004,101.779999,102.519997,25076100,2.003083,1.7456900000000002,0.257393,133,58,2.2931,532
1657,2016-03-15,103.959999,105.18,103.849998,104.58000200000001,40067700,1.8500330000000003,1.670294,0.179739,306,136,2.25,1207
1658,2016-03-16,104.610001,106.309998,104.589996,105.970001,38303500,1.845509,1.7843669999999998,0.061141999999999995,285,158,1.8038,1161
1659,2016-03-17,105.519997,106.470001,104.959999,105.800003,34420700,1.7782740000000001,1.801759,-0.023485,226,108,2.0926,910
1660,2016-03-18,106.339996,106.5,105.190002,105.91999799999999,44205200,1.7339380000000002,1.8995349999999998,-0.165597,160,86,1.8605,723
1661,2016-03-21,105.93,107.650002,105.139999,105.910004,35502700,1.6797990000000003,1.896525,-0.21672600000000003,398,236,1.6864,2162
1662,2016-03-22,105.25,107.290001,105.209999,106.720001,32444400,1.904625,1.6828459999999998,0.221779,253,123,2.0569,1096
1663,2016-03-23,106.480003,107.07,105.900002,106.129997,25703500,1.7957049999999999,1.7956189999999999,8.6e-05,156,105,1.4857,664
1664,2016-03-24,105.470001,106.25,104.889999,105.66999799999999,26133000,1.81418,1.8370369999999998,-0.022857,122,81,1.5062,601
1665,2016-03-28,106.0,106.190002,105.059998,105.190002,19411400,1.732564,2.022424,-0.28986,117,66,1.7727,692
1666,2016-03-29,104.889999,107.790001,104.879997,107.68,31190100,1.7610669999999997,1.655,0.10606700000000001,225,118,1.9068,984
1667,2016-03-30,108.650002,110.41999799999999,108.599998,109.559998,45601100,1.766903,1.7530880000000002,0.013813999999999998,226,136,1.6618,978
1668,2016-03-31,109.720001,109.900002,108.879997,108.989998,25888400,1.7456189999999998,1.598718,0.146901,194,78,2.4872,768
