source,symbol,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,sid,asof_date
stocktwits,AAPL,1.58,1.81,-0.23,30,15,2,135,24,2012/4/8
stocktwits,AAPL,1.71,1.79,-0.08,344,205,1.68,1148,24,2012/4/9
stocktwits,AAPL,1.66,1.69,-0.03,490,290,1.69,1571,24,2012/4/10
stocktwits,AAPL,1.64,1.9,-0.26,388,315,1.23,1500,24,2012/4/11
stocktwits,AAPL,1.65,1.72,-0.07,442,311,1.42,1554,24,2012/4/12
stocktwits,AAPL,1.58,1.72,-0.14,481,376,1.28,1749,24,2012/4/13
stocktwits,AAPL,1.42,1.5,-0.08,41,43,0.95,183,24,2012/4/14
stocktwits,AAPL,1.47,1.55,-0.08,32,41,0.78,181,24,2012/4/15
stocktwits,AAPL,1.57,1.79,-0.22,582,496,1.17,2162,24,2012/4/16
stocktwits,AAPL,1.61,1.73,-0.12,574,375,1.53,1941,24,2012/4/17
stocktwits,AAPL,1.6,1.72,-0.12,425,319,1.33,1630,24,2012/4/18
stocktwits,AAPL,1.66,1.76,-0.1,386,288,1.34,1580,24,2012/4/19
stocktwits,AAPL,1.62,1.87,-0.25,552,460,1.2,2167,24,2012/4/20
stocktwits,AAPL,1.64,1.56,0.08,73,61,1.2,284,24,2012/4/21
stocktwits,AAPL,1.65,1.69,-0.04,108,56,1.93,377,24,2012/4/22
stocktwits,AAPL,1.62,1.66,-0.04,467,268,1.74,1569,24,2012/4/23
stocktwits,AAPL,1.7,1.71,-0.01,1181,674,1.75,4819,24,2012/4/24
stocktwits,AAPL,1.68,1.69,-0.01,644,436,1.48,2416,24,2012/4/25
stocktwits,AAPL,1.65,1.82,-0.17,411,304,1.35,1493,24,2012/4/26
stocktwits,AAPL,1.66,1.69,-0.03,301,216,1.39,1090,24,2012/4/27
stocktwits,AAPL,1.82,2.01,-0.19,40,17,2.35,150,24,2012/4/28
stocktwits,AAPL,1.86,2.03,-0.17,20,9,2.22,121,24,2012/4/29
stocktwits,AAPL,1.5,1.7,-0.2,319,315,1.01,1276,24,2012/4/30
stocktwits,AAPL,1.61,1.74,-0.13,381,345,1.1,1452,24,2012/5/1
stocktwits,AAPL,1.63,1.64,-0.01,349,237,1.47,1229,24,2012/5/2
stocktwits,AAPL,1.56,1.76,-0.2,302,269,1.12,1213,24,2012/5/3
stocktwits,AAPL,1.48,1.79,-0.31,372,334,1.11,1429,24,2012/5/4
stocktwits,AAPL,1.73,1.78,-0.05,45,13,3.46,172,24,2012/5/5
stocktwits,AAPL,1.68,1.72,-0.04,34,30,1.13,160,24,2012/5/6
stocktwits,AAPL,1.59,1.83,-0.24,347,280,1.24,1208,24,2012/5/7
stocktwits,AAPL,1.54,1.71,-0.17,326,254,1.28,1123,24,2012/5/8
stocktwits,AAPL,1.53,1.85,-0.32,308,284,1.08,1149,24,2012/5/9
stocktwits,AAPL,1.53,1.77,-0.24,308,225,1.37,1084,24,2012/5/10
stocktwits,AAPL,1.61,1.7,-0.09,229,219,1.05,1014,24,2012/5/11
stocktwits,AAPL,1.46,1.91,-0.45,26,14,1.86,130,24,2012/5/12
stocktwits,AAPL,1.58,1.55,0.03,22,19,1.16,104,24,2012/5/13
stocktwits,AAPL,1.54,1.81,-0.27,212,180,1.18,876,24,2012/5/14
stocktwits,AAPL,1.56,1.7,-0.14,290,265,1.09,1171,24,2012/5/15
stocktwits,AAPL,1.52,1.76,-0.24,390,320,1.22,1407,24,2012/5/16
stocktwits,AAPL,1.55,1.83,-0.28,426,408,1.04,1588,24,2012/5/17
stocktwits,AAPL,1.61,1.82,-0.21,442,316,1.4,1534,24,2012/5/18
stocktwits,AAPL,1.4,1.65,-0.25,41,13,3.15,145,24,2012/5/19
stocktwits,AAPL,1.48,1.94,-0.46,22,12,1.83,89,24,2012/5/20
stocktwits,AAPL,1.62,1.55,0.07,525,315,1.67,1618,24,2012/5/21
stocktwits,AAPL,1.56,1.74,-0.18,402,379,1.06,1656,24,2012/5/22
stocktwits,AAPL,1.65,1.77,-0.12,657,504,1.3,2212,24,2012/5/23
stocktwits,AAPL,1.63,1.76,-0.13,490,383,1.28,1813,24,2012/5/24
stocktwits,AAPL,1.56,1.77,-0.21,251,190,1.32,976,24,2012/5/25
stocktwits,AAPL,1.43,1.61,-0.18,29,10,2.9,111,24,2012/5/26
stocktwits,AAPL,1.31,1.93,-0.62,15,10,1.5,75,24,2012/5/27
stocktwits,AAPL,2.07,1.26,0.81,25,5,5,94,24,2012/5/28
stocktwits,AAPL,1.65,1.71,-0.06,238,121,1.97,717,24,2012/5/29
stocktwits,AAPL,1.75,1.68,0.07,398,204,1.95,1256,24,2012/5/30
stocktwits,AAPL,1.64,1.77,-0.13,343,198,1.73,1133,24,2012/5/31
stocktwits,AAPL,1.68,1.79,-0.11,287,200,1.44,932,24,2012/6/1
stocktwits,AAPL,1.53,1.92,-0.39,25,11,2.27,74,24,2012/6/2
stocktwits,AAPL,1.93,1.77,0.16,22,21,1.05,108,24,2012/6/3
stocktwits,AAPL,1.58,1.78,-0.2,277,223,1.24,896,24,2012/6/4
stocktwits,AAPL,1.58,1.84,-0.26,222,146,1.52,750,24,2012/6/5
stocktwits,AAPL,1.59,1.78,-0.19,228,151,1.51,817,24,2012/6/6
stocktwits,AAPL,1.59,1.83,-0.24,175,150,1.17,704,24,2012/6/7
stocktwits,AAPL,1.69,1.89,-0.2,268,207,1.29,1115,24,2012/6/8
stocktwits,AAPL,1.75,1.92,-0.17,33,19,1.74,127,24,2012/6/9
stocktwits,AAPL,1.61,2.13,-0.52,38,11,3.45,113,24,2012/6/10
stocktwits,AAPL,1.63,1.89,-0.26,354,326,1.09,1574,24,2012/6/11
stocktwits,AAPL,1.58,1.84,-0.26,213,189,1.13,835,24,2012/6/12
stocktwits,AAPL,1.54,1.85,-0.31,194,182,1.07,823,24,2012/6/13
stocktwits,AAPL,1.44,1.8,-0.36,217,267,0.81,1055,24,2012/6/14
stocktwits,AAPL,1.57,1.85,-0.28,188,135,1.39,725,24,2012/6/15
stocktwits,AAPL,1.48,1.32,0.16,19,6,3.17,72,24,2012/6/16
stocktwits,AAPL,1.65,2,-0.35,19,12,1.58,65,24,2012/6/17
stocktwits,AAPL,1.78,1.76,0.02,292,156,1.87,992,24,2012/6/18
stocktwits,AAPL,1.69,1.72,-0.03,198,167,1.19,814,24,2012/6/19
stocktwits,AAPL,1.62,1.86,-0.24,244,195,1.25,906,24,2012/6/20
stocktwits,AAPL,1.64,1.71,-0.07,208,194,1.07,802,24,2012/6/21
stocktwits,AAPL,1.66,1.63,0.03,213,115,1.85,681,24,2012/6/22
stocktwits,AAPL,1.72,1.64,0.08,19,8,2.38,72,24,2012/6/23
stocktwits,AAPL,1.95,1.8,0.15,26,6,4.33,125,24,2012/6/24
stocktwits,AAPL,1.56,1.83,-0.27,167,149,1.12,615,24,2012/6/25
stocktwits,AAPL,1.64,1.75,-0.11,208,171,1.22,804,24,2012/6/26
stocktwits,AAPL,1.59,1.53,0.06,170,110,1.55,652,24,2012/6/27
stocktwits,AAPL,1.64,1.94,-0.3,220,176,1.25,840,24,2012/6/28
stocktwits,AAPL,1.75,1.89,-0.14,313,187,1.67,1052,24,2012/6/29
stocktwits,AAPL,1.76,1.22,0.54,25,10,2.5,113,24,2012/6/30
stocktwits,AAPL,1.87,1.61,0.26,29,12,2.42,142,24,2012/7/1
stocktwits,AAPL,1.79,1.66,0.13,259,100,2.59,805,24,2012/7/2
stocktwits,AAPL,1.75,1.62,0.13,191,95,2.01,648,24,2012/7/3
stocktwits,AAPL,1.58,0.79,0.79,17,4,4.25,93,24,2012/7/4
stocktwits,AAPL,1.7,1.73,-0.03,284,160,1.78,917,24,2012/7/5
stocktwits,AAPL,1.64,1.78,-0.14,286,148,1.93,931,24,2012/7/6
stocktwits,AAPL,1.69,1.29,0.4,30,9,3.33,110,24,2012/7/7
stocktwits,AAPL,1.86,1.84,0.02,12,4,3,64,24,2012/7/8
stocktwits,AAPL,1.88,1.67,0.21,242,102,2.37,723,24,2012/7/9
stocktwits,AAPL,1.68,1.78,-0.1,341,263,1.3,1252,24,2012/7/10
stocktwits,AAPL,1.64,1.78,-0.14,395,202,1.96,1220,24,2012/7/11
stocktwits,AAPL,1.54,1.73,-0.19,438,239,1.83,1460,24,2012/7/12
stocktwits,AAPL,1.71,1.72,-0.01,323,150,2.15,1183,24,2012/7/13
stocktwits,AAPL,1.71,1.16,0.55,18,4,4.5,76,24,2012/7/14
stocktwits,AAPL,1.81,1.55,0.26,29,9,3.22,107,24,2012/7/15
stocktwits,AAPL,1.64,1.69,-0.05,250,115,2.17,790,24,2012/7/16
stocktwits,AAPL,1.71,1.82,-0.11,241,151,1.6,830,24,2012/7/17
stocktwits,AAPL,1.74,1.83,-0.09,309,163,1.9,1030,24,2012/7/18
stocktwits,AAPL,1.85,1.67,0.18,342,188,1.82,1302,24,2012/7/19
stocktwits,AAPL,1.71,1.74,-0.03,311,180,1.73,1152,24,2012/7/20
stocktwits,AAPL,1.8,1.68,0.12,50,30,1.67,206,24,2012/7/21
stocktwits,AAPL,1.71,1.84,-0.13,58,30,1.93,243,24,2012/7/22
stocktwits,AAPL,1.75,1.63,0.12,411,209,1.97,1310,24,2012/7/23
stocktwits,AAPL,1.73,1.82,-0.09,735,515,1.43,3496,24,2012/7/24
stocktwits,AAPL,1.67,1.84,-0.17,390,277,1.41,1488,24,2012/7/25
stocktwits,AAPL,1.54,1.73,-0.19,199,142,1.4,793,24,2012/7/26
stocktwits,AAPL,1.65,1.6,0.05,246,121,2.03,816,24,2012/7/27
stocktwits,AAPL,1.55,1.71,-0.16,23,15,1.53,153,24,2012/7/28
stocktwits,AAPL,1.48,1.35,0.13,22,10,2.2,108,24,2012/7/29
stocktwits,AAPL,1.71,1.6,0.11,198,129,1.53,806,24,2012/7/30
stocktwits,AAPL,1.69,1.62,0.07,311,165,1.88,1103,24,2012/7/31
stocktwits,AAPL,1.69,1.7,-0.01,245,141,1.74,972,24,2012/8/1
stocktwits,AAPL,1.69,1.8,-0.11,271,183,1.48,978,24,2012/8/2
stocktwits,AAPL,1.66,1.69,-0.03,308,195,1.58,1116,24,2012/8/3
stocktwits,AAPL,1.57,1.83,-0.26,22,15,1.47,97,24,2012/8/4
stocktwits,AAPL,1.73,1.5,0.23,47,14,3.36,132,24,2012/8/5
stocktwits,AAPL,1.68,1.63,0.05,373,254,1.47,1336,24,2012/8/6
stocktwits,AAPL,1.69,1.67,0.02,270,203,1.33,1033,24,2012/8/7
stocktwits,AAPL,1.64,1.84,-0.2,234,192,1.22,940,24,2012/8/8
stocktwits,AAPL,1.65,1.67,-0.02,218,155,1.41,796,24,2012/8/9
stocktwits,AAPL,1.6,1.58,0.02,170,92,1.85,639,24,2012/8/10
stocktwits,AAPL,1.86,1.35,0.51,31,13,2.38,133,24,2012/8/11
stocktwits,AAPL,1.78,2,-0.22,24,10,2.4,122,24,2012/8/12
stocktwits,AAPL,1.76,1.66,0.1,305,178,1.71,1013,24,2012/8/13
stocktwits,AAPL,1.59,1.67,-0.08,375,246,1.52,1264,24,2012/8/14
stocktwits,AAPL,1.58,1.75,-0.17,296,201,1.47,1013,24,2012/8/15
stocktwits,AAPL,1.68,1.74,-0.06,272,152,1.79,995,24,2012/8/16
stocktwits,AAPL,1.89,1.67,0.22,500,221,2.26,1574,24,2012/8/17
stocktwits,AAPL,1.8,1.61,0.19,58,20,2.9,197,24,2012/8/18
stocktwits,AAPL,1.96,2.01,-0.05,45,13,3.46,158,24,2012/8/19
stocktwits,AAPL,1.8,1.62,0.18,647,297,2.18,2043,24,2012/8/20
stocktwits,AAPL,1.65,1.69,-0.04,716,436,1.64,2436,24,2012/8/21
stocktwits,AAPL,1.71,1.64,0.07,613,328,1.87,2100,24,2012/8/22
stocktwits,AAPL,1.7,1.69,0.01,528,270,1.96,1814,24,2012/8/23
stocktwits,AAPL,1.76,1.81,-0.05,663,320,2.07,2782,24,2012/8/24
stocktwits,AAPL,1.87,1.67,0.2,84,42,2,464,24,2012/8/25
stocktwits,AAPL,1.63,1.92,-0.29,131,109,1.2,610,24,2012/8/26
stocktwits,AAPL,1.63,1.71,-0.08,562,233,2.41,1901,24,2012/8/27
stocktwits,AAPL,1.72,1.62,0.1,343,159,2.16,1161,24,2012/8/28
stocktwits,AAPL,1.77,1.65,0.12,237,102,2.32,769,24,2012/8/29
stocktwits,AAPL,1.71,1.7,0.01,364,269,1.35,1336,24,2012/8/30
stocktwits,AAPL,1.78,1.75,0.03,302,218,1.39,1293,24,2012/8/31
stocktwits,AAPL,1.88,1.97,-0.09,21,15,1.4,134,24,2012/9/1
stocktwits,AAPL,1.32,1.34,-0.02,22,9,2.44,93,24,2012/9/2
stocktwits,AAPL,1.55,1.61,-0.06,42,19,2.21,223,24,2012/9/3
stocktwits,AAPL,1.76,1.81,-0.05,393,254,1.55,1487,24,2012/9/4
stocktwits,AAPL,1.68,1.7,-0.02,355,220,1.61,1290,24,2012/9/5
stocktwits,AAPL,1.77,1.73,0.04,484,212,2.28,1713,24,2012/9/6
stocktwits,AAPL,1.8,1.65,0.15,359,200,1.8,1290,24,2012/9/7
stocktwits,AAPL,1.68,1.65,0.03,27,25,1.08,178,24,2012/9/8
stocktwits,AAPL,1.47,1.8,-0.33,40,20,2,147,24,2012/9/9
stocktwits,AAPL,1.62,1.78,-0.16,494,461,1.07,2054,24,2012/9/10
stocktwits,AAPL,1.67,1.75,-0.08,453,365,1.24,1786,24,2012/9/11
stocktwits,AAPL,1.64,1.78,-0.14,797,554,1.44,3683,24,2012/9/12
stocktwits,AAPL,1.76,1.62,0.14,606,293,2.07,2181,24,2012/9/13
stocktwits,AAPL,1.66,1.64,0.02,566,356,1.59,2429,24,2012/9/14
stocktwits,AAPL,1.69,1.64,0.05,64,40,1.6,231,24,2012/9/15
stocktwits,AAPL,1.75,1.58,0.17,79,32,2.47,323,24,2012/9/16
stocktwits,AAPL,1.66,1.62,0.04,476,258,1.84,1826,24,2012/9/17
stocktwits,AAPL,1.73,1.64,0.09,429,220,1.95,1556,24,2012/9/18
stocktwits,AAPL,1.75,1.74,0.01,381,157,2.43,1447,24,2012/9/19
stocktwits,AAPL,1.7,1.69,0.01,363,230,1.58,1359,24,2012/9/20
stocktwits,AAPL,1.7,1.65,0.05,417,212,1.97,1767,24,2012/9/21
stocktwits,AAPL,1.61,2.12,-0.51,44,37,1.19,304,24,2012/9/22
stocktwits,AAPL,1.77,1.99,-0.22,96,92,1.04,547,24,2012/9/23
stocktwits,AAPL,1.61,1.87,-0.26,642,515,1.25,2554,24,2012/9/24
stocktwits,AAPL,1.6,1.71,-0.11,532,432,1.23,2075,24,2012/9/25
stocktwits,AAPL,1.68,1.65,0.03,640,387,1.65,2142,24,2012/9/26
stocktwits,AAPL,1.64,1.66,-0.02,724,401,1.81,2464,24,2012/9/27
stocktwits,AAPL,1.61,1.74,-0.13,401,297,1.35,1763,24,2012/9/28
stocktwits,AAPL,1.58,1.5,0.08,62,31,2,243,24,2012/9/29
stocktwits,AAPL,1.49,1.69,-0.2,55,37,1.49,269,24,2012/9/30
stocktwits,AAPL,1.6,1.76,-0.16,436,339,1.29,1725,24,2012/10/1
stocktwits,AAPL,1.63,1.74,-0.11,762,487,1.56,2563,24,2012/10/2
stocktwits,AAPL,1.76,1.85,-0.09,449,253,1.77,1713,24,2012/10/3
stocktwits,AAPL,1.61,1.63,-0.02,386,252,1.53,1497,24,2012/10/4
stocktwits,AAPL,1.64,1.76,-0.12,489,389,1.26,2109,24,2012/10/5
stocktwits,AAPL,1.73,1.33,0.4,55,42,1.31,284,24,2012/10/6
stocktwits,AAPL,1.64,1.59,0.05,97,41,2.37,319,24,2012/10/7
stocktwits,AAPL,1.58,1.72,-0.14,672,475,1.41,2462,24,2012/10/8
stocktwits,AAPL,1.63,1.7,-0.07,860,492,1.75,2836,24,2012/10/9
stocktwits,AAPL,1.74,1.65,0.09,427,229,1.86,1607,24,2012/10/10
stocktwits,AAPL,1.58,1.8,-0.22,464,380,1.22,1791,24,2012/10/11
stocktwits,AAPL,1.67,1.75,-0.08,281,221,1.27,1224,24,2012/10/12
stocktwits,AAPL,1.77,1.62,0.15,49,31,1.58,207,24,2012/10/13
stocktwits,AAPL,1.67,1.54,0.13,66,38,1.74,285,24,2012/10/14
stocktwits,AAPL,1.66,1.58,0.08,390,172,2.27,1275,24,2012/10/15
stocktwits,AAPL,1.68,1.68,0,613,295,2.08,2028,24,2012/10/16
stocktwits,AAPL,1.73,1.84,-0.11,354,223,1.59,1269,24,2012/10/17
stocktwits,AAPL,1.65,1.87,-0.22,451,456,0.99,2190,24,2012/10/18
stocktwits,AAPL,1.58,1.9,-0.32,696,688,1.01,2971,24,2012/10/19
stocktwits,AAPL,1.53,1.72,-0.19,110,73,1.51,450,24,2012/10/20
stocktwits,AAPL,1.67,1.86,-0.19,118,71,1.66,468,24,2012/10/21
stocktwits,AAPL,1.64,1.71,-0.07,534,378,1.41,1994,24,2012/10/22
stocktwits,AAPL,1.65,1.79,-0.14,647,551,1.17,3229,24,2012/10/23
stocktwits,AAPL,1.62,1.77,-0.15,482,358,1.35,1983,24,2012/10/24
stocktwits,AAPL,1.69,1.85,-0.16,1154,713,1.62,4951,24,2012/10/25
stocktwits,AAPL,1.66,1.71,-0.05,733,459,1.6,2801,24,2012/10/26
stocktwits,AAPL,1.36,1.77,-0.41,63,53,1.19,330,24,2012/10/27
stocktwits,AAPL,1.41,1.76,-0.35,55,27,2.04,267,24,2012/10/28
stocktwits,AAPL,1.7,1.77,-0.07,124,118,1.05,947,24,2012/10/29
stocktwits,AAPL,1.63,1.89,-0.26,122,89,1.37,613,24,2012/10/30
stocktwits,AAPL,1.65,1.65,0,566,321,1.76,1925,24,2012/10/31
stocktwits,AAPL,1.69,1.65,0.04,377,202,1.87,1332,24,2012/11/1
stocktwits,AAPL,1.57,1.87,-0.3,853,715,1.19,3393,24,2012/11/2
stocktwits,AAPL,1.63,1.83,-0.2,106,100,1.06,460,24,2012/11/3
stocktwits,AAPL,1.78,1.65,0.13,90,85,1.06,433,24,2012/11/4
stocktwits,AAPL,1.63,1.71,-0.08,521,368,1.42,1876,24,2012/11/5
stocktwits,AAPL,1.55,1.85,-0.3,447,331,1.35,1666,24,2012/11/6
stocktwits,AAPL,1.59,1.77,-0.18,785,641,1.22,3014,24,2012/11/7
stocktwits,AAPL,1.51,1.84,-0.33,1064,959,1.11,4159,24,2012/11/8
stocktwits,AAPL,1.64,1.69,-0.05,815,563,1.45,2921,24,2012/11/9
stocktwits,AAPL,1.52,1.93,-0.41,64,48,1.33,278,24,2012/11/10
stocktwits,AAPL,1.71,1.65,0.06,75,29,2.59,318,24,2012/11/11
stocktwits,AAPL,1.59,1.72,-0.13,476,369,1.29,1908,24,2012/11/12
stocktwits,AAPL,1.65,1.77,-0.12,500,344,1.45,1836,24,2012/11/13
stocktwits,AAPL,1.6,1.73,-0.13,431,289,1.49,1527,24,2012/11/14
stocktwits,AAPL,1.55,1.78,-0.23,866,615,1.41,3006,24,2012/11/15
stocktwits,AAPL,1.54,1.71,-0.17,1040,679,1.53,3664,24,2012/11/16
stocktwits,AAPL,1.54,1.67,-0.13,89,41,2.17,298,24,2012/11/17
stocktwits,AAPL,1.63,1.64,-0.01,75,49,1.53,295,24,2012/11/18
stocktwits,AAPL,1.67,1.65,0.02,854,497,1.72,2714,24,2012/11/19
stocktwits,AAPL,1.67,1.62,0.05,531,340,1.56,1938,24,2012/11/20
stocktwits,AAPL,1.67,1.63,0.04,251,148,1.7,1007,24,2012/11/21
stocktwits,AAPL,1.76,1.8,-0.04,33,48,0.69,197,24,2012/11/22
stocktwits,AAPL,1.77,1.76,0.01,196,100,1.96,688,24,2012/11/23
stocktwits,AAPL,1.57,2.11,-0.54,55,29,1.9,223,24,2012/11/24
stocktwits,AAPL,1.68,1.66,0.02,95,42,2.26,312,24,2012/11/25
stocktwits,AAPL,1.69,1.65,0.04,459,275,1.67,1540,24,2012/11/26
stocktwits,AAPL,1.68,1.77,-0.09,350,247,1.42,1334,24,2012/11/27
stocktwits,AAPL,1.68,1.64,0.04,401,262,1.53,1460,24,2012/11/28
stocktwits,AAPL,1.68,1.8,-0.12,383,256,1.5,1390,24,2012/11/29
stocktwits,AAPL,1.66,1.72,-0.06,289,231,1.25,1144,24,2012/11/30
stocktwits,AAPL,1.6,1.76,-0.16,44,36,1.22,201,24,2012/12/1
stocktwits,AAPL,1.6,1.44,0.16,55,28,1.96,260,24,2012/12/2
stocktwits,AAPL,1.7,1.71,-0.01,289,193,1.5,1031,24,2012/12/3
stocktwits,AAPL,1.61,1.68,-0.07,391,300,1.3,1477,24,2012/12/4
stocktwits,AAPL,1.58,1.78,-0.2,840,798,1.05,3488,24,2012/12/5
stocktwits,AAPL,1.64,1.83,-0.19,700,474,1.48,2879,24,2012/12/6
stocktwits,AAPL,1.65,1.88,-0.23,535,452,1.18,2316,24,2012/12/7
stocktwits,AAPL,1.49,2.1,-0.61,64,63,1.02,306,24,2012/12/8
stocktwits,AAPL,1.49,1.81,-0.32,79,48,1.65,344,24,2012/12/9
stocktwits,AAPL,1.56,1.81,-0.25,420,340,1.24,1688,24,2012/12/10
stocktwits,AAPL,1.66,1.65,0.01,496,342,1.45,1949,24,2012/12/11
stocktwits,AAPL,1.59,1.66,-0.07,348,238,1.46,1470,24,2012/12/12
stocktwits,AAPL,1.6,1.75,-0.15,426,336,1.27,1830,24,2012/12/13
stocktwits,AAPL,1.51,1.79,-0.28,772,648,1.19,3110,24,2012/12/14
stocktwits,AAPL,1.56,1.41,0.15,134,80,1.68,549,24,2012/12/15
stocktwits,AAPL,1.6,1.62,-0.02,241,172,1.4,1106,24,2012/12/16
stocktwits,AAPL,1.67,1.6,0.07,819,444,1.84,2699,24,2012/12/17
stocktwits,AAPL,1.75,1.68,0.07,439,221,1.99,1456,24,2012/12/18
stocktwits,AAPL,1.6,1.68,-0.08,329,246,1.34,1338,24,2012/12/19
stocktwits,AAPL,1.56,1.86,-0.3,375,350,1.07,1685,24,2012/12/20
stocktwits,AAPL,1.66,1.88,-0.22,362,254,1.43,1326,24,2012/12/21
stocktwits,AAPL,1.6,1.66,-0.06,55,47,1.17,250,24,2012/12/22
stocktwits,AAPL,1.64,1.7,-0.06,77,46,1.67,326,24,2012/12/23
stocktwits,AAPL,1.71,1.92,-0.21,125,85,1.47,519,24,2012/12/24
stocktwits,AAPL,1.9,1.96,-0.06,39,21,1.86,223,24,2012/12/25
stocktwits,AAPL,1.46,1.68,-0.22,212,167,1.27,893,24,2012/12/26
stocktwits,AAPL,1.64,1.65,-0.01,402,272,1.48,1617,24,2012/12/27
stocktwits,AAPL,1.7,1.74,-0.04,240,155,1.55,1043,24,2012/12/28
stocktwits,AAPL,1.68,1.93,-0.25,98,46,2.13,386,24,2012/12/29
stocktwits,AAPL,1.76,1.69,0.07,70,42,1.67,409,24,2012/12/30
stocktwits,AAPL,1.7,1.66,0.04,443,239,1.85,1644,24,2012/12/31
stocktwits,AAPL,1.77,1.87,-0.1,119,72,1.65,550,24,2013/1/1
stocktwits,AAPL,1.72,1.65,0.07,516,247,2.09,1528,24,2013/1/2
stocktwits,AAPL,1.65,1.64,0.01,304,168,1.81,1189,24,2013/1/3
stocktwits,AAPL,1.6,1.76,-0.16,483,386,1.25,2041,24,2013/1/4
stocktwits,AAPL,1.52,1.64,-0.12,100,54,1.85,448,24,2013/1/5
stocktwits,AAPL,1.61,2.04,-0.43,94,50,1.88,414,24,2013/1/6
stocktwits,AAPL,1.62,1.77,-0.15,415,288,1.44,1650,24,2013/1/7
stocktwits,AAPL,1.71,1.66,0.05,325,213,1.53,1262,24,2013/1/8
stocktwits,AAPL,1.68,1.84,-0.16,428,310,1.38,1792,24,2013/1/9
stocktwits,AAPL,1.63,1.7,-0.07,494,370,1.34,2054,24,2013/1/10
stocktwits,AAPL,1.62,1.75,-0.13,267,191,1.4,1228,24,2013/1/11
stocktwits,AAPL,1.87,1.65,0.22,60,39,1.54,323,24,2013/1/12
stocktwits,AAPL,1.45,1.86,-0.41,128,106,1.21,763,24,2013/1/13
stocktwits,AAPL,1.63,1.75,-0.12,767,580,1.32,3270,24,2013/1/14
stocktwits,AAPL,1.54,1.72,-0.18,816,635,1.29,3438,24,2013/1/15
stocktwits,AAPL,1.64,1.51,0.13,623,379,1.64,2284,24,2013/1/16
stocktwits,AAPL,1.69,1.61,0.08,441,301,1.47,1689,24,2013/1/17
stocktwits,AAPL,1.63,1.65,-0.02,443,241,1.84,2020,24,2013/1/18
stocktwits,AAPL,1.62,1.66,-0.04,117,72,1.63,547,24,2013/1/19
stocktwits,AAPL,1.67,1.51,0.16,125,53,2.36,556,24,2013/1/20
stocktwits,AAPL,1.75,1.67,0.08,117,73,1.6,543,24,2013/1/21
stocktwits,AAPL,1.69,1.73,-0.04,503,217,2.32,1902,24,2013/1/22
stocktwits,AAPL,1.7,1.81,-0.11,1252,823,1.52,5663,24,2013/1/23
stocktwits,AAPL,1.67,1.77,-0.1,895,688,1.3,3827,24,2013/1/24
stocktwits,AAPL,1.61,1.77,-0.16,687,518,1.33,2875,24,2013/1/25
stocktwits,AAPL,1.63,1.68,-0.05,107,53,2.02,438,24,2013/1/26
stocktwits,AAPL,1.55,1.69,-0.14,110,74,1.49,477,24,2013/1/27
stocktwits,AAPL,1.57,1.65,-0.08,402,210,1.91,1411,24,2013/1/28
stocktwits,AAPL,1.66,1.54,0.12,317,195,1.63,1297,24,2013/1/29
stocktwits,AAPL,1.59,1.74,-0.15,325,205,1.59,1327,24,2013/1/30
stocktwits,AAPL,1.67,1.66,0.01,195,145,1.34,929,24,2013/1/31
stocktwits,AAPL,1.64,1.81,-0.17,348,240,1.45,1437,24,2013/2/1
stocktwits,AAPL,1.66,2.09,-0.43,40,18,2.22,193,24,2013/2/2
stocktwits,AAPL,1.63,1.3,0.33,46,26,1.77,237,24,2013/2/3
stocktwits,AAPL,1.55,1.66,-0.11,262,197,1.33,1088,24,2013/2/4
stocktwits,AAPL,1.63,1.7,-0.07,387,219,1.77,1272,24,2013/2/5
stocktwits,AAPL,1.66,1.79,-0.13,420,314,1.34,1673,24,2013/2/6
stocktwits,AAPL,1.69,1.72,-0.03,535,268,2,2117,24,2013/2/7
stocktwits,AAPL,1.76,1.75,0.01,357,224,1.59,1494,24,2013/2/8
stocktwits,AAPL,1.73,1.63,0.1,48,9,5.33,165,24,2013/2/9
stocktwits,AAPL,1.72,2.05,-0.33,49,20,2.45,282,24,2013/2/10
stocktwits,AAPL,1.62,1.69,-0.07,299,180,1.66,1301,24,2013/2/11
stocktwits,AAPL,1.55,1.81,-0.26,491,393,1.25,2525,24,2013/2/12
stocktwits,AAPL,1.66,1.85,-0.19,302,200,1.51,1258,24,2013/2/13
stocktwits,AAPL,1.68,1.69,-0.01,288,157,1.83,1075,24,2013/2/14
stocktwits,AAPL,1.59,1.8,-0.21,212,176,1.2,1038,24,2013/2/15
stocktwits,AAPL,1.6,1.64,-0.04,24,19,1.26,115,24,2013/2/16
stocktwits,AAPL,1.66,1.49,0.17,35,32,1.09,155,24,2013/2/17
stocktwits,AAPL,1.59,1.58,0.01,49,43,1.14,361,24,2013/2/18
stocktwits,AAPL,1.63,1.79,-0.16,276,185,1.49,1088,24,2013/2/19
stocktwits,AAPL,1.59,1.92,-0.33,322,241,1.34,1340,24,2013/2/20
stocktwits,AAPL,1.62,1.79,-0.17,305,224,1.36,1398,24,2013/2/21
stocktwits,AAPL,1.62,1.59,0.03,220,109,2.02,931,24,2013/2/22
stocktwits,AAPL,1.52,1.73,-0.21,22,20,1.1,180,24,2013/2/23
