source,symbol,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,sid,asof_date
stocktwits,AAPL,1.79,2.03,-0.24,23,12,1.92,102,24,2014/8/3
stocktwits,AAPL,1.67,1.68,-0.01,187,100,1.87,762,24,2014/8/4
stocktwits,AAPL,1.73,1.76,-0.03,254,159,1.6,1022,24,2014/8/5
stocktwits,AAPL,1.67,1.61,0.06,188,112,1.68,839,24,2014/8/6
stocktwits,AAPL,1.57,1.93,-0.36,229,135,1.7,907,24,2014/8/7
stocktwits,AAPL,1.68,1.78,-0.1,229,143,1.6,961,24,2014/8/8
stocktwits,AAPL,1.89,1.87,0.02,22,19,1.16,121,24,2014/8/9
stocktwits,AAPL,1.94,0.57,1.37,23,7,3.29,112,24,2014/8/10
stocktwits,AAPL,1.85,1.85,0,168,72,2.33,694,24,2014/8/11
stocktwits,AAPL,1.7,1.42,0.28,152,43,3.53,562,24,2014/8/12
stocktwits,AAPL,1.77,1.62,0.15,157,64,2.45,653,24,2014/8/13
stocktwits,AAPL,1.85,1.9,-0.05,129,55,2.35,581,24,2014/8/14
stocktwits,AAPL,1.85,1.81,0.04,153,67,2.28,694,24,2014/8/15
stocktwits,AAPL,1.82,2.47,-0.65,20,9,2.22,134,24,2014/8/16
stocktwits,AAPL,1.79,2.54,-0.75,31,9,3.44,151,24,2014/8/17
stocktwits,AAPL,1.79,1.68,0.11,243,99,2.45,976,24,2014/8/18
stocktwits,AAPL,1.9,1.66,0.24,507,276,1.84,1962,24,2014/8/19
stocktwits,AAPL,1.8,1.66,0.14,268,172,1.56,1113,24,2014/8/20
stocktwits,AAPL,1.75,1.76,-0.01,192,118,1.63,765,24,2014/8/21
stocktwits,AAPL,1.76,1.6,0.16,293,121,2.42,1014,24,2014/8/22
stocktwits,AAPL,1.61,1.55,0.06,25,13,1.92,151,24,2014/8/23
stocktwits,AAPL,1.87,1.46,0.41,42,17,2.47,184,24,2014/8/24
stocktwits,AAPL,1.85,1.52,0.33,167,89,1.88,669,24,2014/8/25
stocktwits,AAPL,1.77,1.79,-0.02,193,82,2.35,713,24,2014/8/26
stocktwits,AAPL,1.76,1.61,0.15,384,154,2.49,1440,24,2014/8/27
stocktwits,AAPL,1.73,1.68,0.05,212,110,1.93,959,24,2014/8/28
stocktwits,AAPL,1.78,1.52,0.26,161,52,3.1,644,24,2014/8/29
stocktwits,AAPL,1.85,1.66,0.19,31,11,2.82,134,24,2014/8/30
stocktwits,AAPL,1.63,1.91,-0.28,52,14,3.71,248,24,2014/8/31
stocktwits,AAPL,1.7,2.09,-0.39,80,34,2.35,493,24,2014/9/1
stocktwits,AAPL,1.73,1.71,0.02,274,87,3.15,1175,24,2014/9/2
stocktwits,AAPL,1.67,1.83,-0.16,916,708,1.29,3712,24,2014/9/3
stocktwits,AAPL,1.68,1.83,-0.15,628,448,1.4,2535,24,2014/9/4
stocktwits,AAPL,1.81,1.9,-0.09,322,131,2.46,1262,24,2014/9/5
stocktwits,AAPL,1.69,1.38,0.31,62,17,3.65,285,24,2014/9/6
stocktwits,AAPL,1.67,1.41,0.26,70,36,1.94,408,24,2014/9/7
stocktwits,AAPL,1.66,1.72,-0.06,388,238,1.63,1725,24,2014/9/8
stocktwits,AAPL,1.71,1.84,-0.13,1260,856,1.47,7793,24,2014/9/9
stocktwits,AAPL,1.72,1.78,-0.06,727,370,1.96,3448,24,2014/9/10
stocktwits,AAPL,1.72,1.8,-0.08,439,221,1.99,2011,24,2014/9/11
stocktwits,AAPL,1.69,1.75,-0.06,464,257,1.81,2407,24,2014/9/12
stocktwits,AAPL,1.78,1.95,-0.17,48,25,1.92,352,24,2014/9/13
stocktwits,AAPL,1.64,1.62,0.02,59,43,1.37,507,24,2014/9/14
stocktwits,AAPL,1.75,1.83,-0.08,355,243,1.46,1670,24,2014/9/15
stocktwits,AAPL,1.7,1.78,-0.08,390,243,1.6,1666,24,2014/9/16
stocktwits,AAPL,1.66,1.85,-0.19,253,137,1.85,1276,24,2014/9/17
stocktwits,AAPL,1.87,1.77,0.1,185,81,2.28,939,24,2014/9/18
stocktwits,AAPL,1.72,1.91,-0.19,263,126,2.09,1181,24,2014/9/19
stocktwits,AAPL,1.86,1.85,0.01,48,33,1.45,329,24,2014/9/20
stocktwits,AAPL,1.8,1.98,-0.18,68,58,1.17,409,24,2014/9/21
stocktwits,AAPL,1.73,1.85,-0.12,242,205,1.18,1385,24,2014/9/22
stocktwits,AAPL,1.8,1.91,-0.11,322,156,2.06,1433,24,2014/9/23
stocktwits,AAPL,1.63,1.82,-0.19,425,258,1.65,2464,24,2014/9/24
stocktwits,AAPL,1.64,1.91,-0.27,733,535,1.37,3467,24,2014/9/25
stocktwits,AAPL,1.68,1.77,-0.09,432,261,1.66,2145,24,2014/9/26
stocktwits,AAPL,1.6,2.05,-0.45,62,22,2.82,377,24,2014/9/27
stocktwits,AAPL,1.71,1.76,-0.05,99,52,1.9,608,24,2014/9/28
stocktwits,AAPL,1.76,1.86,-0.1,264,169,1.56,1542,24,2014/9/29
stocktwits,AAPL,1.68,1.94,-0.26,261,126,2.07,1329,24,2014/9/30
stocktwits,AAPL,1.66,1.91,-0.25,316,211,1.5,1409,24,2014/10/1
stocktwits,AAPL,1.66,1.82,-0.16,360,206,1.75,1549,24,2014/10/2
stocktwits,AAPL,1.73,1.71,0.02,300,151,1.99,1320,24,2014/10/3
stocktwits,AAPL,1.77,1.68,0.09,52,25,2.08,272,24,2014/10/4
stocktwits,AAPL,1.78,1.71,0.07,41,22,1.86,266,24,2014/10/5
stocktwits,AAPL,1.81,1.91,-0.1,203,112,1.81,1057,24,2014/10/6
stocktwits,AAPL,1.81,1.73,0.08,295,159,1.86,1135,24,2014/10/7
stocktwits,AAPL,1.8,1.66,0.14,330,120,2.75,1362,24,2014/10/8
stocktwits,AAPL,1.71,1.77,-0.06,476,212,2.25,1939,24,2014/10/9
stocktwits,AAPL,1.75,1.86,-0.11,280,131,2.14,1146,24,2014/10/10
stocktwits,AAPL,1.83,1.91,-0.08,39,15,2.6,258,24,2014/10/11
stocktwits,AAPL,1.72,1.75,-0.03,62,39,1.59,315,24,2014/10/12
stocktwits,AAPL,1.68,1.84,-0.16,220,129,1.71,920,24,2014/10/13
stocktwits,AAPL,1.6,1.85,-0.25,279,192,1.45,1208,24,2014/10/14
stocktwits,AAPL,1.77,1.87,-0.1,571,401,1.42,2295,24,2014/10/15
stocktwits,AAPL,1.71,1.82,-0.11,437,289,1.51,2348,24,2014/10/16
stocktwits,AAPL,1.8,1.82,-0.02,333,143,2.33,1278,24,2014/10/17
stocktwits,AAPL,1.72,1.83,-0.11,80,29,2.76,342,24,2014/10/18
stocktwits,AAPL,1.69,1.59,0.1,80,30,2.67,394,24,2014/10/19
stocktwits,AAPL,1.82,1.84,-0.02,810,400,2.03,3737,24,2014/10/20
stocktwits,AAPL,1.79,1.8,-0.01,571,253,2.26,2200,24,2014/10/21
stocktwits,AAPL,1.91,1.82,0.09,321,148,2.17,1394,24,2014/10/22
stocktwits,AAPL,1.78,1.61,0.17,406,218,1.86,1579,24,2014/10/23
stocktwits,AAPL,1.76,1.84,-0.08,239,110,2.17,895,24,2014/10/24
stocktwits,AAPL,1.73,1.68,0.05,44,29,1.52,285,24,2014/10/25
stocktwits,AAPL,1.79,1.79,0,60,24,2.5,293,24,2014/10/26
stocktwits,AAPL,1.71,1.85,-0.14,117,83,1.41,646,24,2014/10/27
stocktwits,AAPL,1.71,1.62,0.09,211,137,1.54,923,24,2014/10/28
stocktwits,AAPL,1.87,1.66,0.21,211,127,1.66,949,24,2014/10/29
stocktwits,AAPL,1.82,1.83,-0.01,276,175,1.58,1435,24,2014/10/30
stocktwits,AAPL,1.76,1.74,0.02,204,84,2.43,758,24,2014/10/31
stocktwits,AAPL,1.74,1.7,0.04,41,12,3.42,177,24,2014/11/1
stocktwits,AAPL,1.68,1.8,-0.12,42,29,1.45,247,24,2014/11/2
stocktwits,AAPL,1.82,1.62,0.2,256,119,2.15,953,24,2014/11/3
stocktwits,AAPL,1.61,1.77,-0.16,163,100,1.63,678,24,2014/11/4
stocktwits,AAPL,1.82,1.93,-0.11,129,47,2.74,567,24,2014/11/5
stocktwits,AAPL,1.63,1.78,-0.15,177,72,2.46,579,24,2014/11/6
stocktwits,AAPL,1.76,1.85,-0.09,111,51,2.18,501,24,2014/11/7
stocktwits,AAPL,1.76,1.74,0.02,19,10,1.9,108,24,2014/11/8
stocktwits,AAPL,1.52,1.45,0.07,33,20,1.65,136,24,2014/11/9
stocktwits,AAPL,1.79,1.7,0.09,97,43,2.26,430,24,2014/11/10
stocktwits,AAPL,1.88,1.47,0.41,123,44,2.8,562,24,2014/11/11
stocktwits,AAPL,1.94,1.63,0.31,223,85,2.62,864,24,2014/11/12
stocktwits,AAPL,1.82,1.57,0.25,264,125,2.11,1020,24,2014/11/13
stocktwits,AAPL,1.76,1.56,0.2,221,108,2.05,963,24,2014/11/14
stocktwits,AAPL,1.96,1.63,0.33,31,12,2.58,140,24,2014/11/15
stocktwits,AAPL,1.77,1.88,-0.11,52,25,2.08,222,24,2014/11/16
stocktwits,AAPL,1.78,1.58,0.2,195,136,1.43,835,24,2014/11/17
stocktwits,AAPL,1.8,1.71,0.09,230,74,3.11,903,24,2014/11/18
stocktwits,AAPL,1.71,1.83,-0.12,176,105,1.68,699,24,2014/11/19
stocktwits,AAPL,1.87,1.59,0.28,248,112,2.21,990,24,2014/11/20
stocktwits,AAPL,1.71,1.69,0.02,275,118,2.33,962,24,2014/11/21
stocktwits,AAPL,1.77,1.46,0.31,35,13,2.69,154,24,2014/11/22
stocktwits,AAPL,1.69,1.61,0.08,35,25,1.4,196,24,2014/11/23
stocktwits,AAPL,1.77,1.6,0.17,330,163,2.02,1320,24,2014/11/24
stocktwits,AAPL,1.7,1.62,0.08,385,253,1.52,1557,24,2014/11/25
stocktwits,AAPL,1.66,1.65,0.01,251,119,2.11,1053,24,2014/11/26
stocktwits,AAPL,1.94,1.33,0.61,59,11,5.36,211,24,2014/11/27
stocktwits,AAPL,1.86,1.96,-0.1,126,46,2.74,479,24,2014/11/28
stocktwits,AAPL,1.97,1.59,0.38,30,8,3.75,110,24,2014/11/29
stocktwits,AAPL,1.64,1.68,-0.04,37,8,4.63,161,24,2014/11/30
stocktwits,AAPL,1.68,1.8,-0.12,371,267,1.39,1534,24,2014/12/1
stocktwits,AAPL,1.71,1.77,-0.06,362,228,1.59,1406,24,2014/12/2
stocktwits,AAPL,1.72,1.74,-0.02,326,166,1.96,1212,24,2014/12/3
stocktwits,AAPL,1.7,1.9,-0.2,258,177,1.46,1060,24,2014/12/4
stocktwits,AAPL,1.73,1.75,-0.02,252,160,1.58,1010,24,2014/12/5
stocktwits,AAPL,1.77,1.58,0.19,30,11,2.73,141,24,2014/12/6
stocktwits,AAPL,2.04,1.44,0.6,23,15,1.53,127,24,2014/12/7
stocktwits,AAPL,1.62,1.72,-0.1,370,299,1.24,1362,24,2014/12/8
stocktwits,AAPL,1.65,1.72,-0.07,508,249,2.04,1549,24,2014/12/9
stocktwits,AAPL,1.57,1.66,-0.09,303,221,1.37,1192,24,2014/12/10
stocktwits,AAPL,1.7,1.73,-0.03,277,165,1.68,1089,24,2014/12/11
stocktwits,AAPL,1.61,1.7,-0.09,358,280,1.28,1403,24,2014/12/12
stocktwits,AAPL,1.77,1.88,-0.11,37,20,1.85,177,24,2014/12/13
stocktwits,AAPL,1.67,1.93,-0.26,44,29,1.52,207,24,2014/12/14
stocktwits,AAPL,1.68,1.73,-0.05,365,228,1.6,1252,24,2014/12/15
stocktwits,AAPL,1.66,1.71,-0.05,408,290,1.41,1524,24,2014/12/16
stocktwits,AAPL,1.66,1.61,0.05,380,190,2,1327,24,2014/12/17
stocktwits,AAPL,1.76,1.75,0.01,373,205,1.82,1314,24,2014/12/18
stocktwits,AAPL,1.75,1.69,0.06,221,142,1.56,900,24,2014/12/19
stocktwits,AAPL,1.8,1.47,0.33,39,11,3.55,130,24,2014/12/20
stocktwits,AAPL,1.77,1.19,0.58,27,14,1.93,131,24,2014/12/21
stocktwits,AAPL,1.85,1.56,0.29,171,85,2.01,690,24,2014/12/22
stocktwits,AAPL,1.82,1.7,0.12,214,96,2.23,865,24,2014/12/23
stocktwits,AAPL,1.61,1.55,0.06,247,165,1.5,991,24,2014/12/24
stocktwits,AAPL,1.73,1.39,0.34,16,11,1.45,99,24,2014/12/25
stocktwits,AAPL,1.85,1.54,0.31,178,115,1.55,779,24,2014/12/26
stocktwits,AAPL,1.91,1.12,0.79,34,16,2.13,160,24,2014/12/27
stocktwits,AAPL,1.92,1.38,0.54,40,25,1.6,181,24,2014/12/28
stocktwits,AAPL,1.65,1.71,-0.06,152,129,1.18,730,24,2014/12/29
stocktwits,AAPL,1.58,1.8,-0.22,221,193,1.15,947,24,2014/12/30
stocktwits,AAPL,1.6,1.83,-0.23,313,250,1.25,1261,24,2014/12/31
stocktwits,AAPL,1.46,1.82,-0.36,45,24,1.88,193,24,2015/1/1
stocktwits,AAPL,1.66,1.88,-0.22,420,297,1.41,1625,24,2015/1/2
stocktwits,AAPL,1.72,1.75,-0.03,50,29,1.72,211,24,2015/1/3
stocktwits,AAPL,1.6,1.89,-0.29,96,65,1.48,408,24,2015/1/4
stocktwits,AAPL,1.66,1.78,-0.12,571,413,1.38,2023,24,2015/1/5
stocktwits,AAPL,1.63,1.76,-0.13,687,408,1.68,2380,24,2015/1/6
stocktwits,AAPL,1.69,1.66,0.03,385,175,2.2,1407,24,2015/1/7
stocktwits,AAPL,1.73,1.66,0.07,701,364,1.93,2435,24,2015/1/8
stocktwits,AAPL,1.74,1.71,0.03,451,218,2.07,1713,24,2015/1/9
stocktwits,AAPL,1.89,1.66,0.23,46,12,3.83,186,24,2015/1/10
stocktwits,AAPL,1.72,1.56,0.16,47,26,1.81,231,24,2015/1/11
stocktwits,AAPL,1.64,1.89,-0.25,352,310,1.14,1423,24,2015/1/12
stocktwits,AAPL,1.69,1.75,-0.06,518,307,1.69,2066,24,2015/1/13
stocktwits,AAPL,1.68,1.75,-0.07,456,280,1.63,1784,24,2015/1/14
stocktwits,AAPL,1.69,1.85,-0.16,554,461,1.2,2404,24,2015/1/15
stocktwits,AAPL,1.57,1.79,-0.22,744,425,1.75,2698,24,2015/1/16
stocktwits,AAPL,1.59,1.45,0.14,8,11,0.73,42,24,2015/1/17
stocktwits,AAPL,1.78,1.66,0.12,56,35,1.6,335,24,2015/1/18
stocktwits,AAPL,1.72,1.84,-0.12,276,97,2.85,945,24,2015/1/19
stocktwits,AAPL,1.7,1.69,0.01,432,202,2.14,1716,24,2015/1/20
stocktwits,AAPL,1.71,1.78,-0.07,367,188,1.95,1552,24,2015/1/21
stocktwits,AAPL,1.76,1.84,-0.08,453,213,2.13,1840,24,2015/1/22
stocktwits,AAPL,1.8,1.7,0.1,440,249,1.77,1822,24,2015/1/23
stocktwits,AAPL,1.37,1.91,-0.54,42,18,2.33,250,24,2015/1/24
stocktwits,AAPL,1.64,1.84,-0.2,106,58,1.83,485,24,2015/1/25
stocktwits,AAPL,1.78,1.84,-0.06,511,265,1.93,2207,24,2015/1/26
stocktwits,AAPL,1.75,1.83,-0.08,1740,1004,1.73,8065,24,2015/1/27
stocktwits,AAPL,1.72,1.78,-0.06,1215,679,1.79,5005,24,2015/1/28
stocktwits,AAPL,1.77,1.69,0.08,825,396,2.08,3158,24,2015/1/29
stocktwits,AAPL,1.76,1.8,-0.04,677,385,1.76,2727,24,2015/1/30
stocktwits,AAPL,1.83,1.6,0.23,84,44,1.91,307,24,2015/1/31
stocktwits,AAPL,1.72,1.98,-0.26,97,63,1.54,488,24,2015/2/1
stocktwits,AAPL,1.69,1.79,-0.1,441,241,1.83,1806,24,2015/2/2
stocktwits,AAPL,1.77,1.72,0.05,509,254,2,1896,24,2015/2/3
stocktwits,AAPL,1.77,1.74,0.03,678,363,1.87,2661,24,2015/2/4
stocktwits,AAPL,1.71,1.57,0.14,324,150,2.16,1286,24,2015/2/5
stocktwits,AAPL,1.59,1.76,-0.17,262,139,1.88,1069,24,2015/2/6
stocktwits,AAPL,1.34,1.67,-0.33,37,22,1.68,260,24,2015/2/7
stocktwits,AAPL,1.84,2.12,-0.28,71,22,3.23,287,24,2015/2/8
stocktwits,AAPL,1.73,1.69,0.04,394,167,2.36,1440,24,2015/2/9
stocktwits,AAPL,1.83,1.75,0.08,644,308,2.09,2498,24,2015/2/10
stocktwits,AAPL,1.72,1.56,0.16,527,263,2,2147,24,2015/2/11
stocktwits,AAPL,1.74,1.61,0.13,457,221,2.07,1703,24,2015/2/12
stocktwits,AAPL,1.69,1.71,-0.02,507,267,1.9,2099,24,2015/2/13
stocktwits,AAPL,1.54,1.7,-0.16,66,26,2.54,316,24,2015/2/14
stocktwits,AAPL,1.86,1.52,0.34,99,29,3.41,394,24,2015/2/15
stocktwits,AAPL,1.77,1.74,0.03,134,50,2.68,572,24,2015/2/16
stocktwits,AAPL,1.81,1.69,0.12,361,215,1.68,1637,24,2015/2/17
stocktwits,AAPL,1.69,1.67,0.02,285,177,1.61,1373,24,2015/2/18
stocktwits,AAPL,1.66,1.86,-0.2,314,194,1.62,1501,24,2015/2/19
stocktwits,AAPL,1.78,1.67,0.11,327,180,1.82,1571,24,2015/2/20
stocktwits,AAPL,1.76,1.57,0.19,47,16,2.94,263,24,2015/2/21
stocktwits,AAPL,1.98,1.77,0.21,42,40,1.05,347,24,2015/2/22
stocktwits,AAPL,1.78,1.69,0.09,605,306,1.98,2662,24,2015/2/23
stocktwits,AAPL,1.66,1.66,0,607,334,1.82,2337,24,2015/2/24
stocktwits,AAPL,1.62,1.85,-0.23,644,503,1.28,2808,24,2015/2/25
stocktwits,AAPL,1.67,1.7,-0.03,770,444,1.73,3220,24,2015/2/26
stocktwits,AAPL,1.78,1.73,0.05,430,306,1.41,2097,24,2015/2/27
stocktwits,AAPL,1.73,1.77,-0.04,43,22,1.95,238,24,2015/2/28
stocktwits,AAPL,1.59,1.45,0.14,73,43,1.7,447,24,2015/3/1
stocktwits,AAPL,1.7,1.75,-0.05,354,202,1.75,1633,24,2015/3/2
stocktwits,AAPL,1.72,1.77,-0.05,342,178,1.92,1489,24,2015/3/3
stocktwits,AAPL,1.76,1.86,-0.1,306,193,1.59,1464,24,2015/3/4
stocktwits,AAPL,1.65,1.77,-0.12,580,382,1.52,2419,24,2015/3/5
stocktwits,AAPL,1.66,1.88,-0.22,541,375,1.44,2487,24,2015/3/6
stocktwits,AAPL,1.73,1.56,0.17,45,30,1.5,347,24,2015/3/7
stocktwits,AAPL,1.82,1.67,0.15,85,42,2.02,515,24,2015/3/8
stocktwits,AAPL,1.68,1.92,-0.24,919,612,1.5,5439,24,2015/3/9
stocktwits,AAPL,1.67,1.88,-0.21,611,385,1.59,2791,24,2015/3/10
stocktwits,AAPL,1.64,1.81,-0.17,660,415,1.59,2706,24,2015/3/11
stocktwits,AAPL,1.62,1.69,-0.07,532,261,2.04,2109,24,2015/3/12
stocktwits,AAPL,1.72,1.78,-0.06,352,296,1.19,1675,24,2015/3/13
stocktwits,AAPL,1.65,1.73,-0.08,54,36,1.5,362,24,2015/3/14
stocktwits,AAPL,1.64,2.02,-0.38,70,29,2.41,368,24,2015/3/15
stocktwits,AAPL,1.88,1.82,0.06,349,156,2.24,1444,24,2015/3/16
stocktwits,AAPL,1.79,1.68,0.11,414,206,2.01,1810,24,2015/3/17
stocktwits,AAPL,1.82,1.84,-0.02,436,199,2.19,1843,24,2015/3/18
stocktwits,AAPL,1.77,1.84,-0.07,349,219,1.59,1568,24,2015/3/19
stocktwits,AAPL,1.65,1.79,-0.14,398,249,1.6,2003,24,2015/3/20
stocktwits,AAPL,1.61,1.88,-0.27,64,21,3.05,315,24,2015/3/21
stocktwits,AAPL,1.79,1.82,-0.03,58,34,1.71,355,24,2015/3/22
stocktwits,AAPL,1.75,1.77,-0.02,261,161,1.62,1253,24,2015/3/23
stocktwits,AAPL,1.73,1.78,-0.05,260,187,1.39,1209,24,2015/3/24
stocktwits,AAPL,1.68,1.83,-0.15,482,308,1.56,1870,24,2015/3/25
stocktwits,AAPL,1.72,1.81,-0.09,434,206,2.11,1558,24,2015/3/26
stocktwits,AAPL,1.71,1.91,-0.2,280,199,1.41,1421,24,2015/3/27
stocktwits,AAPL,1.53,1.53,0,36,21,1.71,206,24,2015/3/28
stocktwits,AAPL,1.58,1.35,0.23,48,12,4,244,24,2015/3/29
stocktwits,AAPL,1.74,1.71,0.03,343,168,2.04,1370,24,2015/3/30
stocktwits,AAPL,1.6,2.02,-0.42,266,216,1.23,1296,24,2015/3/31
stocktwits,AAPL,1.66,1.86,-0.2,347,206,1.68,1372,24,2015/4/1
stocktwits,AAPL,1.75,1.78,-0.03,286,115,2.49,1174,24,2015/4/2
stocktwits,AAPL,1.77,2.02,-0.25,56,31,1.81,325,24,2015/4/3
stocktwits,AAPL,2.01,1.67,0.34,32,24,1.33,175,24,2015/4/4
stocktwits,AAPL,1.78,1.8,-0.02,58,36,1.61,294,24,2015/4/5
stocktwits,AAPL,1.84,1.81,0.03,400,174,2.3,1507,24,2015/4/6
stocktwits,AAPL,1.74,1.94,-0.2,357,224,1.59,1467,24,2015/4/7
stocktwits,AAPL,1.74,1.78,-0.04,402,214,1.88,1674,24,2015/4/8
stocktwits,AAPL,1.73,1.79,-0.06,394,284,1.39,1840,24,2015/4/9
stocktwits,AAPL,1.81,1.86,-0.05,643,419,1.53,2843,24,2015/4/10
stocktwits,AAPL,1.95,1.8,0.15,115,32,3.59,479,24,2015/4/12
stocktwits,AAPL,1.73,1.86,-0.13,475,311,1.53,1998,24,2015/4/13
stocktwits,AAPL,1.73,2.02,-0.29,376,187,2.01,1369,24,2015/4/14
stocktwits,AAPL,1.77,1.81,-0.04,360,168,2.14,1428,24,2015/4/15
stocktwits,AAPL,1.79,1.71,0.08,303,152,1.99,1268,24,2015/4/16
stocktwits,AAPL,1.8,1.72,0.08,449,247,1.82,1603,24,2015/4/17
stocktwits,AAPL,1.59,1.7,-0.11,45,25,1.8,244,24,2015/4/18
stocktwits,AAPL,1.76,1.69,0.07,74,32,2.31,307,24,2015/4/19
stocktwits,AAPL,1.75,1.66,0.09,436,273,1.6,1807,24,2015/4/20
stocktwits,AAPL,1.72,1.77,-0.05,301,170,1.77,1249,24,2015/4/21
stocktwits,AAPL,1.82,1.69,0.13,430,212,2.03,1800,24,2015/4/22
stocktwits,AAPL,1.77,1.61,0.16,594,287,2.07,2364,24,2015/4/23
stocktwits,AAPL,1.76,1.72,0.04,592,247,2.4,2196,24,2015/4/24
stocktwits,AAPL,1.82,1.66,0.16,98,56,1.75,471,24,2015/4/25
stocktwits,AAPL,1.84,1.54,0.3,131,48,2.73,626,24,2015/4/26
stocktwits,AAPL,1.78,1.74,0.04,1635,790,2.07,6905,24,2015/4/27
stocktwits,AAPL,1.74,1.76,-0.02,1273,749,1.7,4815,24,2015/4/28
stocktwits,AAPL,1.69,1.88,-0.19,750,473,1.59,2933,24,2015/4/29
stocktwits,AAPL,1.69,1.81,-0.12,1010,676,1.49,3821,24,2015/4/30
stocktwits,AAPL,1.7,1.71,-0.01,703,333,2.11,2535,24,2015/5/1
stocktwits,AAPL,1.68,1.73,-0.05,47,18,2.61,231,24,2015/5/2
stocktwits,AAPL,1.65,1.96,-0.31,64,23,2.78,268,24,2015/5/3
stocktwits,AAPL,1.69,1.76,-0.07,421,222,1.9,1556,24,2015/5/4
stocktwits,AAPL,1.64,1.77,-0.13,467,329,1.42,1768,24,2015/5/5
stocktwits,AAPL,1.64,1.91,-0.27,672,458,1.47,2639,24,2015/5/6
stocktwits,AAPL,1.72,1.86,-0.14,441,262,1.68,1681,24,2015/5/7
stocktwits,AAPL,1.73,1.77,-0.04,435,204,2.13,1600,24,2015/5/8
stocktwits,AAPL,1.47,0.95,0.52,15,10,1.5,125,24,2015/5/9
stocktwits,AAPL,1.99,1.57,0.42,45,23,1.96,198,24,2015/5/10
stocktwits,AAPL,1.72,1.73,-0.01,432,249,1.73,1486,24,2015/5/11
stocktwits,AAPL,1.79,1.67,0.12,553,342,1.62,2065,24,2015/5/12
stocktwits,AAPL,1.65,1.84,-0.19,350,223,1.57,1378,24,2015/5/13
stocktwits,AAPL,1.74,1.58,0.16,475,253,1.88,1776,24,2015/5/14
stocktwits,AAPL,1.73,1.78,-0.05,370,225,1.64,1463,24,2015/5/15
stocktwits,AAPL,1.53,1.9,-0.37,28,29,0.97,179,24,2015/5/16
stocktwits,AAPL,2.09,2.03,0.06,21,5,4.2,113,24,2015/5/17
stocktwits,AAPL,1.66,1.86,-0.2,459,188,2.44,1843,24,2015/5/18
stocktwits,AAPL,1.8,1.67,0.13,333,170,1.96,1427,24,2015/5/19
stocktwits,AAPL,1.76,1.71,0.05,313,150,2.09,1301,24,2015/5/20
stocktwits,AAPL,1.71,1.57,0.14,339,144,2.35,1358,24,2015/5/21
stocktwits,AAPL,1.73,1.65,0.08,407,180,2.26,1592,24,2015/5/22
stocktwits,AAPL,2.02,2.46,-0.44,26,6,4.33,114,24,2015/5/23
stocktwits,AAPL,1.86,1.8,0.06,23,10,2.3,127,24,2015/5/24
stocktwits,AAPL,1.67,1.76,-0.09,25,10,2.5,162,24,2015/5/25
stocktwits,AAPL,1.6,1.83,-0.23,553,369,1.5,1993,24,2015/5/26
stocktwits,AAPL,1.73,1.68,0.05,395,157,2.52,1449,24,2015/5/27
stocktwits,AAPL,1.74,1.83,-0.09,280,160,1.75,1160,24,2015/5/28
stocktwits,AAPL,1.71,1.81,-0.1,262,180,1.46,1161,24,2015/5/29
stocktwits,AAPL,1.75,2.06,-0.31,41,19,2.16,189,24,2015/5/30
stocktwits,AAPL,1.7,1.66,0.04,39,23,1.7,216,24,2015/5/31
stocktwits,AAPL,1.69,1.9,-0.21,238,150,1.59,1077,24,2015/6/1
stocktwits,AAPL,1.69,1.81,-0.12,303,169,1.79,1204,24,2015/6/2
stocktwits,AAPL,1.76,1.82,-0.06,340,129,2.64,1253,24,2015/6/3
stocktwits,AAPL,1.66,1.77,-0.11,324,183,1.77,1250,24,2015/6/4
stocktwits,AAPL,1.71,1.85,-0.14,331,198,1.67,1280,24,2015/6/5
stocktwits,AAPL,1.74,2,-0.26,28,14,2,156,24,2015/6/6
stocktwits,AAPL,1.63,1.78,-0.15,46,25,1.84,234,24,2015/6/7
stocktwits,AAPL,1.72,1.88,-0.16,476,304,1.57,2688,24,2015/6/8
stocktwits,AAPL,1.76,1.78,-0.02,515,277,1.86,2048,24,2015/6/9
stocktwits,AAPL,1.76,1.61,0.15,306,130,2.35,1267,24,2015/6/10
stocktwits,AAPL,1.73,1.73,0,296,160,1.85,1230,24,2015/6/11
stocktwits,AAPL,1.81,1.89,-0.08,226,172,1.31,1029,24,2015/6/12
stocktwits,AAPL,1.73,1.75,-0.02,50,26,1.92,214,24,2015/6/13
stocktwits,AAPL,1.66,1.94,-0.28,67,39,1.72,297,24,2015/6/14
stocktwits,AAPL,1.7,1.73,-0.03,317,177,1.79,1163,24,2015/6/15
stocktwits,AAPL,1.69,1.87,-0.18,283,138,2.05,1085,24,2015/6/16
stocktwits,AAPL,1.7,1.77,-0.07,332,166,2,1260,24,2015/6/17
stocktwits,AAPL,1.72,1.78,-0.06,373,184,2.03,1316,24,2015/6/18
stocktwits,AAPL,1.61,1.86,-0.25,263,169,1.56,1114,24,2015/6/19
stocktwits,AAPL,1.54,1.63,-0.09,46,28,1.64,211,24,2015/6/20
stocktwits,AAPL,1.66,1.81,-0.15,58,30,1.93,332,24,2015/6/21
stocktwits,AAPL,1.81,1.85,-0.04,259,142,1.82,1010,24,2015/6/22
